,Unnamed: 0,id,uploader,time-from-upload,category,length,views-cnt,rating,ratings-cnt,comments-cnt,related-vids-cnt,controversial-score,POPULARITY
1287,1307,Uem8I4af_d4,NBA,1125.0,Sports,132.0,203587,4.56,267,527,20,2.5885739266259633,1.9254862222222222
3682,3716,6aj4oDW43VM,oddgirloutthere,706.0,Entertainment,373.0,55653,4.86,285,454,20,8.157691409268143,1.9179286118980172
88,90,16s-pJs69UU,Naimahdancer,476.0,Entertainment,215.0,111214,4.62,339,118,20,1.06101749779704,1.9178228571428573
1207,1225,_YiT1SCtehg,capo420420,1040.0,Music,234.0,10928,4.85,326,325,20,29.740117130307468,1.916607692307692
3589,3623,Ky1roFIJ6UE,Limuri,645.0,Film & Animation,231.0,75160,4.84,340,154,20,2.048962213943587,1.9161271317829456
1683,1711,bAX6V2f6SKI,mcbird13,1103.0,News & Politics,190.0,57895,4.91,310,339,14,5.855427929873046,1.913588667271079
2114,2143,SpBq3fNxg9I,PetrucciFever,796.0,Music,262.0,16576,4.89,314,351,20,21.175193050193048,1.9072841206030149
2644,2674,HYnt3RTwl0M,thejerryleelewisfan,827.0,Music,209.0,152764,4.85,312,207,14,1.3550312900945247,1.9049206771463119
94,96,o5t3PwKccOo,EEntertainmentTV,447.0,Entertainment,200.0,140901,4.84,297,130,14,0.9226336221886289,1.8826947651006714
1301,1321,Mf7Gpx-FpE4,NBA,1115.0,Sports,130.0,109177,4.84,292,356,20,3.260760050193722,1.8671965919282512
86,88,OIxgw04Y0Fc,Veracifier,1088.0,News & Politics,113.0,96500,4.34,216,823,20,8.528497409326425,1.8491348529411764
991,1009,n8ly4shNt4k,hollywoodrecords,1018.0,Music,62.0,222576,4.8,245,452,20,2.0307670189059017,1.84664047151277
92,94,FJETon8XRxY,ped666,490.0,Music,209.0,105878,4.71,307,183,20,1.7284043899582537,1.8450475510204083
3423,3455,c07yjxe1evY,slammerbammer,795.0,Music,403.0,129957,4.82,292,273,20,2.1006948452180336,1.8439079245283019
1294,1314,L8jeYLD6ep0,NBA,1119.0,Sports,131.0,183325,4.43,286,407,20,2.2201009136778946,1.8378093118856123
283,292,LhcTuuAQeig,tempusmaster,286.0,People & Blogs,78.0,185845,4.59,206,236,20,1.2698754338292664,1.8313476923076923
1037,1055,Ia6kRlhUQ7I,BIGFOOTBUBBA,1102.0,Entertainment,29.0,21681,4.46,333,324,20,14.943960149439603,1.8288542286751364
1335,1356,SzYF3_7VnUo,playboy,764.0,Entertainment,225.0,391060,2.46,528,4,20,0.010228609420549277,1.8147386387434554
2033,2062,zsHil7IAMWc,janetROMANIA,878.0,Music,580.0,137540,4.79,262,403,20,2.9300567107750473,1.8146314806378132
2646,2676,-mL-r4L614E,tarzaanhun,564.0,People & Blogs,181.0,140823,4.78,304,103,20,0.7314146126698055,1.8058061702127661
1286,1306,yoQqCG4QlMw,NBA,1122.0,Sports,133.0,208431,4.73,253,422,20,2.024650843684481,1.8044573796791443
1084,1102,eAWyX_lWPuQ,ericielfenix,922.0,News & Politics,442.0,12680,4.8,250,569,20,44.873817034700316,1.7827527114967463
2427,2457,EmTPgiIoEtA,AyatollahGondola,1068.0,Nonprofits & Activism,6.0,813,1.0,1,0,20,0.0,1.7612359550561798
2313,2342,SiHPEPrC1gQ,runawaybox,1127.0,Entertainment,140.0,45246,4.72,330,157,20,3.4699199929275517,1.7547472937000888
2973,3003,yfujWVF_r4c,MPStyles1984,681.0,Sports,187.0,200546,4.8,278,123,14,0.6133256210545212,1.7518875183553595
3877,3911,5XyC7wHAqRY,narekestonia,848.0,Entertainment,200.0,185801,4.92,289,103,14,0.5543565427527302,1.7439849528301885
2404,2433,kEEaoBu48EA,circahiphop,1122.0,Music,301.0,151620,4.82,273,277,14,1.826935760453766,1.7279936898395722
4059,4093,buHrlMJu2Ss,RockstarGames,1016.0,Entertainment,48.0,108029,4.8,254,402,20,3.72122300493386,1.7275277559055118
3129,3159,a3mVKBsueXQ,x0xMishox0x,785.0,Comedy,140.0,110313,3.52,318,453,14,4.106496967719126,1.7128861146496814
1451,1478,kjT-Ia4sDYw,SundayBeef,1131.0,Pets & Animals,657.0,52533,2.53,386,687,14,13.077494146536463,1.7100282758620688
2572,2602,47is5Vh_JUY,pluz79,863.0,People & Blogs,218.0,1470,0.0,0,0,0,0.0,1.7033603707995364
2981,3011,kb3OK8BWe8o,Marcus1387,487.0,Sports,168.0,198498,4.81,243,123,20,0.6196535985249222,1.6994234291581107
971,989,wvsw63bZ0jQ,chrismagovern,364.0,Film & Animation,116.0,128386,4.36,281,120,20,0.9346813515492343,1.6978687912087913
2961,2991,dp0ldGHhJTs,sipawhiskey,870.0,People & Blogs,297.0,1473,0.0,0,1,20,0.678886625933469,1.693103448275862
3795,3829,HjgeoVTYUr0,RobUniv,501.0,News & Politics,532.0,48689,4.69,282,271,20,5.565938918441537,1.690763632734531
968,986,b-rOd6EeCPI,thecoroters,1124.0,Comedy,126.0,99243,4.65,299,203,14,2.045484316274196,1.6816444839857652
3698,3732,fK1pit_D3Yw,schleijpen12,728.0,Entertainment,131.0,1222,0.0,0,2,20,1.6366612111292964,1.6785714285714286
2146,2175,YtXFudBlCCc,Doki66,564.0,Film & Animation,298.0,51872,4.79,289,202,14,3.8942011104256635,1.6782816312056736
2717,2747,N9gBwgY_PZw,coolsmurf,680.0,Entertainment,260.0,79103,4.94,281,167,20,2.1111715105621784,1.6714679411764708
3005,3035,OhcYPwFulNY,rebeccagarrard,911.0,Entertainment,179.0,105306,4.52,306,169,20,1.6048468273412722,1.667713852908891
81,83,FZK4BRN6D9w,AREQCFC,851.0,People & Blogs,365.0,117139,4.8,272,211,14,1.8012788225953782,1.6542486486486487
281,290,wUurtulXrnI,karenkong99,611.0,Music,221.0,212093,4.52,252,159,20,0.7496711348323613,1.645164386252046
2295,2324,u30z4a_j2d0,VancouverFilmSchool,1106.0,Film & Animation,184.0,145524,3.77,348,201,20,1.3812154696132597,1.6445368535262208
497,510,TOOY0xuQ3TU,Google,1091.0,Science & Technology,95.0,318872,4.79,243,185,20,0.5801700996010938,1.6412449770852429
498,511,A7505mVOOI8,mesto4jetset,719.0,Music,199.0,136014,3.89,276,369,20,2.712956019233314,1.6318110709318498
3711,3745,ijDsMdRFlIw,polydor,1102.0,Music,253.0,160347,4.63,278,196,20,1.2223490305400164,1.628645444646098
1622,1650,DgEoY4X0m1Q,somedia,1125.0,Music,579.0,18348,4.91,272,276,20,15.042511445389144,1.6278293333333334
2720,2750,D1lZ8IVZD28,coolsmurf,686.0,Entertainment,296.0,62436,4.95,270,199,0,3.1872637580882826,1.6265145772594751
1292,1312,8NErNYSvoXo,NBA,1126.0,Sports,115.0,178527,4.57,245,342,20,1.9156766203431412,1.62019973357016
1966,1995,MCt2yRqlCcQ,GoldSilverAndGold,1084.0,News & Politics,276.0,31727,4.94,269,258,20,8.13187505909793,1.6161284501845021
3750,3784,cd4JBMASnt4,jaffy1984,760.0,Music,352.0,310876,4.35,235,180,20,0.5790089939397058,1.6112973684210523
14,14,yuZhwV24PmM,weneedhelp,1082.0,News & Politics,213.0,46183,4.71,280,247,14,5.348288331204123,1.6084829944547134
3115,3145,7sMI2jb16eo,rocketflyswat,987.0,Comedy,298.0,197180,4.71,242,266,20,1.3490211989045542,1.6055971023302937
3095,3125,YY-Plvg0PQA,lbela76,726.0,Music,514.0,153124,4.71,233,294,20,1.9200125388573968,1.6023446005509643
2410,2439,tLkC29Lw3Bk,HopCityCom1,1121.0,Music,300.0,130120,4.76,245,320,14,2.459268367660621,1.6022749330954504
2715,2745,exa8GVUGwv0,coolsmurf,634.0,Entertainment,376.0,84328,4.89,287,63,20,0.7470828194668437,1.5994394637223972
1962,1991,D-VNVqtcywU,roguegovernment,859.0,News & Politics,578.0,22047,4.96,302,62,14,2.812173991926339,1.5855858905704308
2069,2098,vyaoulHHqUY,aakozanoglu,1106.0,News & Politics,205.0,60851,4.0,232,599,14,9.843716619283168,1.582018987341772
278,287,lfQ5I2FEFZo,mizuchilondon,745.0,People & Blogs,317.0,199448,4.57,212,342,14,1.7147326621475272,1.5785554362416108
2915,2945,MxpCsekOojY,CBS,610.0,Entertainment,95.0,145213,4.27,300,58,20,0.399413275670911,1.5770540983606554
2590,2620,P5otDr_FzJU,travisandjonathan,978.0,News & Politics,195.0,25034,4.52,323,91,20,3.6350563234001756,1.5765571370143148
2299,2328,_tF-DJoBxDQ,VancouverFilmSchool,1099.0,Film & Animation,103.0,123057,4.25,313,133,20,1.0807999544926334,1.5752217925386716
2320,2349,qrlyWD6q8zc,runawaybox,1129.0,Entertainment,40.0,66480,4.34,312,158,20,2.3766546329723224,1.5709639681133747
3603,3637,lBaSAkDjw8A,strawberryxxx,491.0,Film & Animation,257.0,114952,4.86,256,91,20,0.7916347692950101,1.5692781262729125
2034,2063,KfKk7kZt9dU,MTVworld2008,1003.0,Music,223.0,219937,4.83,230,230,14,1.045754011375985,1.5601791625124626
3312,3344,0S2iYz0KZm0,grncarovski,1026.0,Comedy,79.0,1600,0.0,0,1,20,0.625,1.5594541910331383
3162,3192,hwdXelJfpPM,grampl,1117.0,Entertainment,46.0,99034,4.77,251,271,20,2.736433951976089,1.5569306982990152
4058,4092,47EWHY3E5AM,MgsTheFury404,1024.0,Entertainment,123.0,111371,4.77,215,422,14,3.789137208070324,1.5563107421875
1347,1368,YwTW_NxJLf8,mrdollarun,1080.0,Entertainment,62.0,1679,0.0,0,0,20,0.0,1.5546296296296296
4065,4099,#NAME?,rehab07,771.0,Entertainment,186.0,103556,4.3,277,220,20,2.1244544014832556,1.545413878080415
2151,2180,mxu3MluKl8A,WWF,1036.0,Nonprofits & Activism,180.0,77313,4.78,235,345,20,4.462380194792596,1.5429264478764477
2205,2234,pO5ElMD2Prw,crpgchamp,978.0,Entertainment,150.0,332444,3.8,92,845,14,2.5417814729698835,1.534522290388548
3681,3715,hFSUfKIA--U,oddgirloutthere,706.0,Entertainment,581.0,48513,4.91,244,264,20,5.441840331457547,1.5307552974504248
3250,3280,lHk7kYYroRU,CocaColaSuperbowl,1080.0,Entertainment,62.0,185881,4.03,301,144,20,0.7746891828643057,1.529142037037037
2952,2982,0Xfx-y_3CmE,cetv,478.0,Howto & Style,1211.0,728,0.0,0,0,14,0.0,1.5230125523012552
3565,3599,BWb5AP8YCBk,nismojoe,658.0,Entertainment,538.0,55689,3.96,276,327,20,5.871895706512956,1.5045937386018238
1206,1224,jqdNYxJYAmQ,ReinaDelCid,1088.0,Music,167.0,21478,4.83,249,279,20,12.990036316230562,1.5014108088235296
2942,2972,Bu3DSxqyZA8,rosstheintern,843.0,Entertainment,599.0,46723,4.85,270,133,20,2.8465637908524712,1.4979246737841045
2978,3008,inJ2k4mpVCo,RodrigoRodrigues1988,740.0,Sports,102.0,204537,4.73,228,136,20,0.6649163720989356,1.4908413513513514
1291,1311,LZqNa8gBuQ0,NBA,1122.0,Sports,111.0,139914,4.47,251,244,20,1.743928413168089,1.4906705347593583
1348,1369,TdAVOnHwj18,mrdollarun,1080.0,Entertainment,62.0,1598,0.0,0,0,14,0.0,1.4796296296296296
3018,3048,NVJ8ZeSinMg,hikaruuu08,709.0,Film & Animation,231.0,49856,4.86,253,160,20,3.209242618741977,1.4598987588152328
3748,3782,671GfElFygI,deshaun2191,837.0,Music,294.0,83275,4.88,242,178,19,2.137496247373161,1.4584522341696535
2265,2294,kw5-n5Js6DM,tvspace,554.0,Howto & Style,310.0,133708,4.65,224,172,20,1.2863852574266312,1.4549501805054152
3604,3638,Sdh_WkOPG4A,isearchforfullmoons,517.0,Film & Animation,353.0,62131,4.87,253,99,20,1.5934074777486278,1.451286015473888
329,339,4Du5CNQuPhQ,venomjojo,1127.0,Science & Technology,555.0,1193,5.0,2,1440,20,1207.041072925398,1.451058562555457
543,556,ZXptgNiUgw0,TomoRiordan2,1131.0,People & Blogs,596.0,1637,0.0,0,0,20,0.0,1.4473916887709992
3998,4032,xNMaMNMpYEk,Faustocro,857.0,Music,320.0,110891,4.86,225,223,14,2.010983758826235,1.4458943990665112
18,18,2l6vwAIAqNU,makemagazine,460.0,Film & Animation,294.0,71966,4.07,260,229,20,3.182058194147236,1.4436478260869567
1118,1136,MhH-aMGC26Q,jgrandin1,843.0,Comedy,121.0,50397,4.86,258,129,20,2.5596761712006666,1.4426629181494663
3151,3181,oIegPJjk95U,4iki4iki,1025.0,Music,221.0,56691,4.77,229,292,14,5.150729392672559,1.4396382926829268
200,206,V7xMLOHYPbA,kat12923,1008.0,Music,219.0,52314,4.83,221,320,20,6.11690943150973,1.4393288095238097
4012,4046,VuDmxYAirXE,tkoslowski,917.0,Comedy,428.0,38076,4.71,277,89,20,2.3374304023531884,1.4351923555070885
513,526,Wi_clDXyy2o,JordanRutledge01,1106.0,People & Blogs,93.0,7945,3.0,38,1312,20,165.13530522341094,1.4331835443037977
2497,2527,Jkjv9WbrxHQ,NextNewNetworks,1126.0,Music,128.0,56501,4.63,271,127,20,2.24774782747208,1.4319085079928953
2523,2553,1Tt9Q9t8Wu8,boohoodman,1111.0,Science & Technology,95.0,112508,4.65,190,447,14,3.9730508052760696,1.4317673267326734
2298,2327,mYIarTjO1fM,VancouverFilmSchool,1087.0,Film & Animation,120.0,59019,4.69,265,125,20,2.1179620122333485,1.4221453081876725
3200,3230,3kBFmSnY0kw,Animeruler101KS,872.0,Entertainment,236.0,22381,4.86,250,181,20,8.087216835708862,1.4216662844036698
2317,2346,SG8WMwda968,runawaybox,1094.0,Entertainment,149.0,21531,4.25,291,161,20,7.47759045097766,1.4174309872029252
3752,3786,vbxZxOJKs1Y,ricktb84,575.0,Music,466.0,69969,4.78,232,186,20,2.6583201131929854,1.4166452173913044
870,888,7XqBNHKpR64,RockItMeights,952.0,Music,210.0,71269,4.91,239,168,14,2.3572661325400945,1.4163523949579833
3679,3713,7t3TK_qLgUI,oddgirloutthere,705.0,Entertainment,608.0,49353,4.92,227,213,20,4.315847060968938,1.399844255319149
1151,1169,oshRO6QWwtk,ZackScott,1105.0,Pets & Animals,133.0,26827,4.77,229,277,20,10.325418421739291,1.3936078280542985
3678,3712,mtC5AAGB1y0,oddgirloutthere,705.0,Entertainment,603.0,57298,4.89,210,284,20,4.95654298579357,1.392173758865248
1085,1103,FpKmmCxOcGQ,ericielfenix,922.0,News & Politics,555.0,12904,4.89,211,346,20,26.813391196528208,1.391785661605206
1203,1221,CQMUSoQChy4,modernoracle,942.0,Music,271.0,3350,4.82,233,265,20,79.1044776119403,1.3916162632696392
3675,3709,CkJBC1on7Fg,ArtisanNewsService,1066.0,News & Politics,145.0,71803,4.87,206,318,20,4.428784312633177,1.3885774108818012
1087,1105,TvlUpoffohM,ericielfenix,922.0,News & Politics,568.0,13474,4.79,217,330,20,24.491613477809114,1.3840438828633406
2748,2778,uZWGqvMW-j4,xXxKinkyBetchxXx,629.0,Comedy,55.0,867,0.0,0,2,20,2.306805074971165,1.3783783783783783
3372,3404,wsZ8qXb4tfo,MadMonty2006,811.0,Entertainment,144.0,1117,0.0,0,0,20,0.0,1.3773119605425401
1034,1052,eZqaY_9ILj8,jamesthornwielder,1126.0,Music,309.0,47869,2.01,360,611,14,12.764001754789112,1.37711243339254
1666,1694,Twf5rtRSf5A,youngkingz12,1130.0,Music,205.0,1555,0.0,0,0,14,0.0,1.3761061946902655
2822,2852,0z0Q6aJMMlM,ayoria92,728.0,Entertainment,268.0,198987,4.51,206,173,14,0.8694035288737455,1.375393791208791
3256,3286,N1Ebnv0tMFE,ShaneOMacfan101,847.0,Entertainment,467.0,80554,4.74,228,198,20,2.4579784988951507,1.3738250767414404
1955,1984,l_0pqHzK324,OptionsMonster,998.0,News & Politics,343.0,45150,4.85,233,194,20,4.2967884828349945,1.3692904809619237
2533,2563,9tOJ7ZYyYic,u3astside,1106.0,Entertainment,372.0,78026,4.85,224,208,14,2.665778073975342,1.3649479204339963
183,189,LBTKkAgRkYU,supermac18,844.0,Comedy,63.0,82734,4.58,206,308,20,3.7227741919887833,1.3495060663507108
1359,1380,ePacifaFVAs,Hermann59310,1134.0,Sports,228.0,39034,4.93,193,357,20,9.145872828815904,1.34291151675485
3789,3823,KQsdfnbOevM,dentrofuera,572.0,Music,192.0,120928,4.66,191,241,0,1.9929214077798358,1.3424725874125876
1175,1193,OeNRl4glyqo,notdavidlynch,1113.0,Comedy,89.0,46659,3.99,290,143,14,3.0647892153710967,1.3420218328840972
3680,3714,z-g1ScRlQdM,oddgirloutthere,706.0,Entertainment,625.0,48957,4.92,222,179,20,3.6562697877729433,1.3405841926345607
2077,2106,rleUPHX8yfM,slatester,1078.0,News & Politics,96.0,57902,4.74,248,111,20,1.917032226866084,1.3402324304267161
102,104,GJZL0XVUnRE,mrpregnant,1102.0,Comedy,186.0,12615,4.39,257,200,20,15.854141894569954,1.3396773684210528
3550,3584,kZ79IUl1I4E,thegoldglove07,1014.0,Film & Animation,582.0,25801,4.15,192,517,20,20.0379830239138,1.3392447731755424
841,859,xRYndIwvPOY,oskay,917.0,Howto & Style,12.0,286993,4.48,184,200,20,0.6968811085984675,1.337289465648855
2851,2881,4hUhtLYhlhE,jpdogfender,415.0,Entertainment,336.0,131662,4.89,190,89,20,0.6759733256368581,1.335357831325301
3324,3356,SwSSyngRFss,senat64,980.0,Music,166.0,1307,0.0,0,1,0,0.7651109410864575,1.333673469387755
91,93,awVJCNMw1To,JessCLevengood,1004.0,Music,367.0,71376,4.83,207,253,14,3.5446088321004257,1.3239016334661355
487,500,ozWs6dXC_tM,TristinaLue,869.0,Music,213.0,30519,4.47,247,183,20,5.99626462203873,1.3222096777905639
1831,1860,W19K461LKCA,UPIVideo,937.0,News & Politics,122.0,1238,0.0,0,2,20,1.6155088852988693,1.3212379935965848
2411,2440,dqUTCSFlRIk,cobimana,1121.0,Music,297.0,145906,4.65,211,209,14,1.4324290981865038,1.320307002676182
1649,1677,9snq-zcdCtI,BrooklynBorn99,1012.0,Music,203.0,134763,4.56,185,341,14,2.530368127750198,1.3177650197628459
3003,3033,OVARIxJm7Q0,bgtips,390.0,Music,252.0,86682,4.79,213,73,20,0.8421586950001154,1.3155315384615385
256,263,Z7_bd9YdCMM,kitesurffreak,968.0,Howto & Style,124.0,303,1.0,1,0,0,0.0,1.31301652892562
2725,2755,#NAME?,coolsmurf,467.0,Entertainment,352.0,47389,4.91,225,106,14,2.2368060098335056,1.312225374732334
920,938,j5NDwfk-ah8,takaraimidget,692.0,Music,261.0,54965,4.86,216,181,20,3.2930046393159285,1.3101891907514451
122,124,cRT3tV9VdbU,cloud8745,1121.0,People & Blogs,508.0,6378,4.62,253,131,20,20.539354029476325,1.3055495628902767
2305,2334,uN6-wo-yC0A,VancouverFilmSchool,1115.0,Film & Animation,130.0,42226,4.49,260,100,20,2.3682091602330315,1.3052708520179375
2836,2866,mYrWaxRrra0,overmind25,860.0,News & Politics,417.0,31615,4.87,199,298,20,9.425905424640204,1.3038916279069768
424,434,2E9EFGhl-9c,RotteArmija,1107.0,Comedy,108.0,48625,3.48,323,133,14,2.7352185089974297,1.3009650225835592
4004,4038,cPxJ5NDxfU8,welovepaddy,597.0,Music,258.0,88334,4.81,188,244,14,2.762243303824122,1.296243149078727
2977,3007,F0htyAbdd6Q,standaman13fna,616.0,Sports,238.0,67559,4.64,227,132,20,1.953847747894433,1.2949537012987011
2545,2575,ea2lStAOnRI,frankjpmorgan,1113.0,Howto & Style,30.0,318,1.0,1,0,20,0.0,1.2857142857142856
2134,2163,-2kiDt7BwvQ,Doki66,1093.0,Film & Animation,78.0,46965,4.77,223,168,14,3.577131906739061,1.274678892955169
1898,1927,oatEtQoXx7w,nerimon,999.0,Travel & Events,402.0,14511,4.54,236,187,20,12.886775549583074,1.2729655255255257
3594,3628,EoaI9RFEddg,Sakura773406,881.0,Entertainment,444.0,54296,4.94,229,80,20,1.4734050390452336,1.2728899659477866
2367,2396,3Sy769Ry6hQ,aerocheder,1124.0,Education,58.0,96088,3.16,294,257,14,2.6746315877112647,1.2715275444839857
2719,2749,wvUfMcZ_e-I,coolsmurf,542.0,Entertainment,584.0,34121,4.83,231,90,20,2.6376718150112834,1.2686838745387454
3723,3757,FsEQ4qn9V7M,nearlyfatrob,416.0,Music,234.0,54354,4.78,223,68,20,1.251057879824852,1.2645986538461538
109,111,utegCEv4qkw,mrpregnant,554.0,Comedy,300.0,15817,3.94,241,280,0,17.70247202377189,1.2580905415162456
465,477,jWUVtoamdOY,mom2allison,1107.0,Comedy,94.0,41036,4.2,158,547,20,13.329759235792961,1.2476695573622403
153,159,Y9LbqKVTXMo,seeso,1004.0,Music,166.0,7001,4.88,203,245,0,34.99500071418369,1.2426131075697213
3013,3043,yZaWojSz9es,Polyfooka,625.0,Sports,878.0,157990,4.36,202,106,20,0.6709285397809988,1.239504
4061,4095,esCvu46qDaA,RSMFD,863.0,Entertainment,63.0,116929,4.84,182,222,14,1.8985880320536395,1.2383713093858633
2639,2669,jF7f38-5pp8,nusaderenda,647.0,Music,153.0,120700,4.69,192,126,20,1.0439105219552611,1.2130333230293664
3674,3708,oCx9wqfFq_M,OliverNLA,697.0,Music,235.0,130245,4.7,180,179,20,1.374332987830627,1.2118651362984219
3207,3237,ZTDflf5XYPY,Animeruler101KS,918.0,Entertainment,211.0,18918,4.94,219,105,20,5.550269584522677,1.207467843137255
3661,3695,X0UmVrKC9hA,talantischannel,926.0,Film & Animation,114.0,75336,4.8,219,72,20,0.9557183816502071,1.2045563714902807
1076,1094,htsUkqvJxRM,twokeyalexe2,1135.0,News & Politics,203.0,224,1.0,1,0,20,0.0,1.1973568281938327
87,89,13YOGHzzoMA,360Gamerz,1117.0,Sports,594.0,83803,4.81,185,232,14,2.768397312745367,1.196875067144136
149,155,DlEgO89LiIw,live2bshiv,970.0,Comedy,140.0,189,1.0,1,0,0,0.0,1.1948453608247422
306,316,H3v3vWNp-YU,Insightful,883.0,Music,259.0,104173,4.86,202,95,14,0.9119445537711308,1.1946962174405438
928,946,qH3GHaJF_QI,bellhydeist,640.0,Music,276.0,47780,4.94,201,122,20,2.5533696107157806,1.1895962500000001
897,915,6sIB2kL-BWc,Timacious,1017.0,Entertainment,273.0,163516,4.51,208,88,14,0.5381736343844027,1.1868626941986233
3585,3619,gIcZM7nShaY,Billie810,898.0,People & Blogs,23.0,166,1.0,1,0,0,0.0,1.1848552338530067
186,192,zzCUvBWsgCk,Starsxx21,897.0,People & Blogs,218.0,146453,4.43,182,215,20,1.4680477695916094,1.1845297881828316
144,147,pcfQ8GA063c,jijtube,1124.0,News & Politics,130.0,33998,3.72,129,671,14,19.736455085593267,1.181127330960854
3391,3423,ZfV6YnYAdGg,NicholasSta,960.0,Music,247.0,64658,4.69,185,245,14,3.7891676204027345,1.1800020833333333
3235,3265,OKs-bTL-pRg,dianamherrera,435.0,News & Politics,63.0,142071,4.5,153,164,20,1.1543524012641566,1.1790999999999998
1610,1638,aoDBacpCX34,somedia,1127.0,Music,177.0,20902,4.99,188,222,20,10.620993206391732,1.1786665838509316
2234,2263,vKmnXh8zafo,0merone,868.0,People & Blogs,301.0,1019,0.0,0,0,20,0.0,1.173963133640553
3979,4013,Efu1jp7fIoo,SamNeillPwns,838.0,Howto & Style,650.0,16129,4.35,190,324,20,20.08804017608035,1.1697470167064439
257,264,92KZt9gYqZk,DaniiDeanwnsyuv,1135.0,Music,243.0,35163,4.68,192,240,20,6.825356198276598,1.169540616740088
2493,2523,wu2xmOeUDB0,sunshinetaylor,473.0,Music,252.0,34222,4.29,206,210,20,6.136403483139501,1.1660909513742073
2650,2680,SDsc1MRkvZw,fpws,451.0,Music,453.0,68462,4.86,184,118,20,1.7235838859513306,1.16404044345898
114,116,wKXAEVO4htE,arthurhapsody,870.0,Entertainment,425.0,29972,4.77,214,107,20,3.56999866542106,1.1622305747126436
3658,3692,IhtNcmXPg3w,dropthezero,563.0,Travel & Events,327.0,232724,4.42,151,80,14,0.34375483405235385,1.1607841207815275
1426,1452,g67sKrkVihc,davidisbetterthenyou,1135.0,News & Politics,39.0,175,1.0,1,0,20,0.0,1.1541850220264318
1400,1426,5lNPV2BO5lk,blacktreemedia,1054.0,Education,484.0,82410,4.7,147,384,20,4.659628685839097,1.1530878557874762
605,619,MelqiMMbxDM,SammieTV,1093.0,Education,26.0,28576,2.88,262,368,20,12.87793952967525,1.1487045562671547
106,108,i-QTc3V4PEY,mrpregnant,505.0,Comedy,69.0,12683,4.28,252,44,20,3.469210754553339,1.1476748514851487
3509,3543,c3qonP-oBXo,lovesakxsas,611.0,Film & Animation,108.0,30308,4.81,197,148,19,4.8831991553385246,1.1451739279869066
3210,3240,mmt1mxjvnX0,BlacknLonleySoul,720.0,Film & Animation,187.0,28621,4.86,200,129,20,4.507180042626044,1.140751388888889
2322,2351,1I-0a64Hu_8,Manintheboxshow,1092.0,Entertainment,159.0,49119,4.74,209,97,20,1.9747959038254035,1.1326407692307694
2688,2718,A262Okp_Z6A,Bluemidnightss,981.0,Autos & Vehicles,13.0,1109,0.0,0,0,20,0.0,1.1304791029561672
292,301,sXPi6Fjmhi0,ChibiKiba,464.0,Music,60.0,192917,4.39,145,74,20,0.38358465039369266,1.1263193965517242
1674,1702,f93rMPIvPLM,DKnight2007,831.0,Pets & Animals,125.0,78168,4.39,185,219,20,2.801657967454713,1.1252149819494583
956,974,dn5f0-y71tE,TheOnion,1116.0,News & Politics,92.0,34879,4.69,215,84,20,2.4083259267754236,1.123603584229391
49,49,IxVsdS887HA,wazolangu,1130.0,News & Politics,39.0,44203,4.72,184,208,14,4.705562970839083,1.1155976991150443
2152,2181,UcHz6Jv4l-g,wwfaustralia,1031.0,Nonprofits & Activism,184.0,80967,4.6,193,149,14,1.8402559067274322,1.115332492725509
1698,1726,ffXgUHMdRuM,tookieclothespen,971.0,Music,184.0,18847,4.94,192,146,20,7.746590969385048,1.1138898867147273
3352,3384,nAu1aHBoVKo,EA,906.0,Entertainment,193.0,114474,4.45,165,253,20,2.2101088456767477,1.1136009933774835
3812,3846,ObFwMRPFElQ,balistro,776.0,Music,252.0,864,0.0,0,0,0,0.0,1.1134020618556701
2196,2225,koPsqp8Nrtg,bravelord,425.0,Comedy,50.0,133042,4.23,163,107,14,0.8042573022053187,1.1095300000000001
1007,1025,E5ai_RQYcUk,NewWarriorMan,937.0,Entertainment,72.0,4753,3.33,30,1004,20,211.2350094677046,1.1089725720384207
2143,2172,87ZTAJmjYUU,creamofcardstv,1125.0,Pets & Animals,82.0,72041,3.68,250,123,20,1.7073610860482225,1.1070364444444445
1023,1041,AFXhUV-MS7g,hallospacegirl1013,519.0,Comedy,273.0,23009,4.82,191,142,20,6.171498109435438,1.1069533333333335
2441,2471,4xL7yveZA_o,BullitGTI,936.0,Autos & Vehicles,568.0,56236,4.9,194,94,14,1.6715271356426489,1.1046811965811967
1179,1197,vesLi7kqTek,notdavidlynch,1120.0,Comedy,177.0,21342,4.58,214,103,14,4.826164370724393,1.1021753571428572
1143,1161,x8dvgw-lHrU,ZackScott,1107.0,Pets & Animals,52.0,28601,4.58,202,151,20,5.27953568057061,1.101996495031617
2814,2844,20cvFgCFkEs,HakuSak,626.0,Film & Animation,298.0,52141,4.89,177,145,20,2.7809209643083177,1.0938223322683707
356,366,2cI58Nz3rvI,cmdcmd20,1007.0,Entertainment,78.0,1098,0.0,0,0,0,0.0,1.0903674280039721
3195,3225,ljwzO45vPcw,CrisInuyasha,905.0,Film & Animation,302.0,198562,4.52,174,81,20,0.40793303854715407,1.0868855248618783
2289,2318,lYsZRnNdBns,VancouverFilmSchool,1092.0,Film & Animation,105.0,176081,3.95,205,115,20,0.6531085125595607,1.085996336996337
2600,2630,3j9kPaOh-Ag,gaspirtz,490.0,Pets & Animals,325.0,98786,4.26,178,119,14,1.204624137023465,1.078884081632653
