,Unnamed: 0,id,uploader,time-from-upload,category,length,views-cnt,rating,ratings-cnt,comments-cnt,related-vids-cnt,controversial-score,POPULARITY
3885,3919,od1PLcqUhfs,badboyforeverdotcom,1040.0,Music,312.0,22118,5.0,38,19,14,0.8590288452843838,0.2302673076923077
259,266,hTj6ieUXcU8,sora99252,1134.0,Entertainment,295.0,6801,4.7,43,22,20,3.2348184090574916,0.2300973544973545
2877,2907,562Y5I_0zGE,wolf7988,796.0,Music,439.0,22954,4.33,39,32,20,1.3940925328918705,0.22970668341708542
3515,3549,xZhaX07l02U,ElPiggo,270.0,Film & Animation,310.0,6113,4.73,41,13,0,2.126615409782431,0.22957074074074074
2470,2500,tJZ0Sq_gAZ8,luxetv,1126.0,Travel & Events,314.0,258,0.0,0,0,20,0.0,0.2291296625222025
542,555,8pedwsGGGp0,TRINITYCHGO,1129.0,People & Blogs,84.0,6811,4.55,38,49,20,7.194244604316547,0.2279327723649247
406,416,bnJF2dqX6_M,WasteTimeChasingCars,1135.0,People & Blogs,237.0,1967,4.19,36,75,20,38.12913065582105,0.2275730396475771
2418,2447,ZsRKuYVNkGI,singingshaylababi,1111.0,Entertainment,167.0,14854,4.24,37,57,20,3.837350208697994,0.22724993699369936
1002,1020,iQ1_lN8I2_c,KelleyH,875.0,People & Blogs,597.0,28193,4.42,38,27,20,0.9576845316213244,0.22718057142857143
540,553,9HjSoMZ7y7A,TRINITYCHGO,1129.0,People & Blogs,182.0,8172,4.79,29,81,20,9.911894273127754,0.22714826395039858
3824,3858,hZ2vbcsxYjI,kongben,535.0,Entertainment,227.0,13426,4.0,38,50,20,3.7241173841799493,0.22709532710280372
687,702,jLfZtwoVyj8,vericool88,1133.0,News & Politics,85.0,3620,4.76,37,47,20,12.98342541436464,0.22631505736981467
3225,3255,Z_51Cu_fb5Y,parkingtickets,831.0,Music,144.0,188,0.0,0,0,0,0.0,0.22623345367027678
2944,2974,2tjrRGOjv9U,tediric,650.0,Comedy,30.0,147,0.0,0,0,0,0.0,0.22615384615384615
3563,3597,M7hXn2v1Tyk,thegoldglove07,1085.0,Entertainment,346.0,1958,4.26,34,79,20,40.347293156281914,0.22564460829493088
1846,1875,BOXzyTGsC1c,IowaPublicTelevision,1031.0,News & Politics,157.0,6802,5.0,37,34,0,4.998529844163481,0.22559747817652764
3390,3422,FmWbBqiCxGc,hockeygal74,1040.0,Music,256.0,13939,4.86,37,32,14,2.295717052873233,0.22522288461538462
1755,1783,gSaMVy-F6d8,Northstar1109,1088.0,Film & Animation,192.0,2238,4.81,42,21,0,9.383378016085791,0.22507698529411763
1075,1093,nN0W9ZEGyZg,enochslad,954.0,News & Politics,174.0,1956,4.51,35,65,20,33.23108384458077,0.22490031446540878
2260,2289,4RSnOiMVfHk,ReelNASA,1090.0,Autos & Vehicles,570.0,26136,4.91,35,29,20,1.1095806550352005,0.22482798165137616
156,162,16D4DCduxVA,kOrOne79,842.0,Sports,346.0,10713,4.74,42,13,20,1.2134789508074302,0.22480327790973875
1484,1511,Gyus7TQbrrA,aka32,1033.0,Sports,14.0,232,0.0,0,0,0,0.0,0.2245885769603098
1562,1589,BsY5d6pA0r0,hillarybrynne,1134.0,Entertainment,171.0,1245,4.9,39,32,20,25.70281124497992,0.22419788359788362
3116,3146,KD2Ymtu_maY,JoeyandJon,719.0,Film & Animation,621.0,28983,4.53,38,11,20,0.3795328295897595,0.22345015299026424
319,329,t9M9auFsJMs,amy04,973.0,Howto & Style,202.0,9671,4.22,45,23,20,2.3782442353427773,0.2228393627954779
2974,3004,6m_G0tq2MHg,osall1291,691.0,Sports,47.0,42690,4.88,25,39,20,0.9135628952916374,0.22278002894356008
4025,4059,Ie_u-QNifmk,dvjojo,650.0,Film & Animation,458.0,8338,4.24,45,18,0,2.1587910769968817,0.2216276923076923
679,694,rc01OYUYLes,AmericaforAll,1133.0,News & Politics,144.0,9466,4.52,33,64,20,6.761039509824635,0.22151481023830538
3676,3710,0xxoA8jgIW8,officialanticon,994.0,Music,310.0,15257,4.64,36,39,20,2.5562037097725634,0.2213890945674044
443,455,GI4vS7gJO7w,TraysonRubio,1131.0,Music,123.0,3697,2.77,62,45,14,12.172031376791994,0.2200087886825818
2076,2105,hFCe9HSw2vc,nvpatentlawyer,1062.0,News & Politics,368.0,2908,5.0,40,17,0,5.845942228335626,0.2197382297551789
985,1003,lDer2QYs7bM,Gr33nAv,1091.0,Entertainment,368.0,8495,4.45,31,74,20,8.711006474396704,0.2197364344637947
1208,1226,mFh38dd8rto,skatefarmerftw,817.0,Music,146.0,6996,4.67,36,42,20,6.003430531732418,0.21868303549571605
2536,2566,aglqdKnu1Nw,wookiielover,1134.0,Music,183.0,11452,4.0,29,92,20,8.033531260915124,0.21809876543209875
3974,4008,FPHeYlI96hc,13ALLiANCE37,1057.0,Howto & Style,391.0,229,0.0,0,4,0,17.46724890829694,0.21665089877010407
2280,2309,pitn0PDoT8Y,1989sunrise1989,903.0,People & Blogs,191.0,40121,4.59,29,39,14,0.9720595199521448,0.21654078626799556
2364,2393,b9dmdHn1eRI,BengiBitch111,1114.0,Music,271.0,12378,4.92,38,18,14,1.454192922927775,0.2160713105924596
915,933,LLrDDlAggE0,treadbr1900,755.0,Film & Animation,299.0,163,0.0,0,0,0,0.0,0.21589403973509932
3298,3329,mLuNtiC26_A,stross1992,1103.0,Sports,439.0,237,0.0,0,0,20,0.0,0.21486854034451497
3525,3559,6MES9WzxScE,smariemama,550.0,Entertainment,83.0,4317,4.92,38,20,0,4.632846884410471,0.21480909090909092
550,563,4ThIdzzb0zc,TRINITYCHGO,1129.0,People & Blogs,350.0,4181,4.78,37,34,20,8.132025831140876,0.2145632772364925
3547,3581,6Qct5slDG14,TheBiggy,1108.0,Film & Animation,256.0,36449,4.0,34,45,20,1.2346017723394331,0.2138962093862816
2444,2474,t-7HJye6EMo,BullitGTI,1048.0,Autos & Vehicles,588.0,11459,4.88,34,37,20,3.228903045640981,0.2138541603053435
1318,1339,3fMzE-I8PN4,KICKABOLAdotCOM,721.0,Sports,152.0,19681,4.84,25,65,20,3.3026777094659825,0.21329680998613038
3206,3236,AYR1dFLqHvw,double0twinky,621.0,Film & Animation,189.0,16262,4.75,36,16,0,0.9838888205632764,0.21318679549114333
644,658,nsB2jRGC8fo,Tenzero2,1133.0,Comedy,9.0,241,0.0,0,0,14,0.0,0.21270962047661077
1499,1526,BbUNIbWY_Io,mTANGproductions,1132.0,People & Blogs,142.0,8485,4.11,46,16,20,1.8856806128461991,0.21255558303886926
953,971,JpD4NGZoPb8,love0fmylife,1083.0,Comedy,276.0,14123,1.4,93,69,20,4.885647525313319,0.2122406278855032
1235,1255,Xz5amzknTSY,Madrosed,1135.0,People & Blogs,648.0,3671,3.97,38,58,20,15.799509670389538,0.2120943612334802
3542,3576,PhoNQl2nCmM,reutersvideo,1102.0,News & Politics,114.0,17292,4.72,36,26,20,1.503585473051122,0.21161147005444644
3019,3049,le_DJvNwSgI,2sasa2,975.0,Music,264.0,15611,4.65,37,23,14,1.4733200948049454,0.21106128205128205
3926,3960,T9hvSwIRxFE,rpm13003,765.0,Music,48.0,161,0.0,0,0,0,0.0,0.21045751633986928
1752,1780,JqXpJKyr-MU,kittybrucknell,1091.0,People & Blogs,433.0,868,4.97,33,45,20,51.84331797235023,0.2098056003666361
270,279,Oct5i7Tvk94,scottcacciatore1,1135.0,Entertainment,236.0,238,0.0,0,0,14,0.0,0.20969162995594715
3622,3656,61wMQZNw_6o,IntellettuAlettone,925.0,Film & Animation,208.0,12304,4.88,34,30,20,2.4382314694408325,0.2092216216216216
469,481,LsGU_kjTaKI,strangeperson1234,1133.0,Comedy,107.0,236,0.0,0,4,20,16.949152542372882,0.2082965578111209
2446,2476,e3XqhbMk-gg,TeamGT,667.0,Entertainment,473.0,6085,4.95,38,11,20,1.8077239112571897,0.20822293853073465
46,46,ZCYtPT_bpTI,speakmymind01,1133.0,News & Politics,116.0,5321,4.77,30,60,20,11.2760759255779,0.2077963812886143
2879,2909,mXbC14UnL7w,superpiri,1072.0,Music,524.0,8217,4.71,35,35,20,4.259462090787392,0.2075151119402985
3240,3270,mIWNN2bnYto,nicscics,1078.0,News & Politics,588.0,1427,4.47,38,36,20,25.227750525578138,0.2071837476808905
2311,2340,nUDksaQp3IA,kinxero,952.0,Entertainment,559.0,101016,5.0,4,81,14,0.8018531717747684,0.20710924369747896
1688,1716,Fc3cgdAUxDc,GelatoAllaFragola,973.0,Entertainment,178.0,4917,5.0,36,22,20,4.47427293064877,0.2070534429599178
2985,3015,9E85xwVDrc8,lanu1971,1083.0,People & Blogs,521.0,224,0.0,0,0,20,0.0,0.20683287165281625
1370,1391,67FNk9siBY4,picken85,915.0,Sports,68.0,189,0.0,0,0,20,0.0,0.20655737704918034
2048,2077,nagJFXgDieQ,dopolireweque,930.0,People & Blogs,25.0,66644,2.11,44,42,20,0.6302142728527699,0.20650021505376345
1841,1870,vUcX_lv5QjY,IowaPublicTelevision,1031.0,News & Politics,118.0,7399,4.57,30,62,20,8.379510744695228,0.206276527643065
3497,3531,9sdaI_PZUJU,Lusajfer,1080.0,People & Blogs,190.0,222,0.0,0,0,0,0.0,0.20555555555555555
2019,2048,a0fv5qKIvgA,TomoRiordan2,1132.0,Entertainment,312.0,232,0.0,0,0,20,0.0,0.2049469964664311
3719,3753,xVzxIyb6dnk,davidrlewis,567.0,Music,270.0,11816,4.88,33,23,20,1.946513202437373,0.2048795061728395
504,517,t15Zk6I5HGQ,paintballkid5000,1104.0,Science & Technology,180.0,226,0.0,0,1,20,4.424778761061947,0.20471014492753623
1068,1086,MRdtIarC-Zs,politicsforuk,938.0,News & Politics,148.0,192,0.0,0,0,0,0.0,0.2046908315565032
1857,1886,lUYoBMwnQnU,markmason7,919.0,Music,93.0,12249,3.86,37,48,20,3.9186872397746755,0.20414861806311208
2540,2570,5FQhTGQbC_E,wookiielover,1134.0,Music,331.0,5231,4.82,33,40,14,7.646721468170522,0.20367287477954144
3562,3596,tArrIBuVZoc,troythe4wdude,978.0,Entertainment,390.0,4349,4.06,35,57,20,13.106461255461026,0.20354683026584866
548,561,6yOR_srOUI0,TRINITYCHGO,1129.0,People & Blogs,195.0,5497,4.09,32,67,20,12.188466436237949,0.20274891054030114
1184,1202,gkp-Ik97dz0,20alex,903.0,Entertainment,64.0,6503,4.97,34,26,20,3.99815469783177,0.2021815503875969
3111,3141,CzYWlyAv3hk,talantischannel,1087.0,Film & Animation,238.0,21412,3.98,41,19,20,0.8873528862320194,0.20187825206991722
1161,1179,k67oCuyNQCw,tuffsy46,834.0,Entertainment,518.0,168,0.0,0,1,0,5.952380952380952,0.2014388489208633
3,3,nRcovJn9xHg,wooochacha,1135.0,Entertainment,118.0,1115,2.23,57,73,20,65.47085201793722,0.20109237885462553
1278,1298,C1tuE38-HME,Chaos33176,1135.0,Entertainment,174.0,228,0.0,0,7,20,30.70175438596491,0.20088105726872246
1660,1688,nGF4kermVOM,sohoodtrackz,1131.0,Music,202.0,227,0.0,0,0,20,0.0,0.20070733863837312
453,465,CCLiZNraIuw,keith3600,1132.0,Comedy,51.0,1216,1.3,82,92,20,75.65789473684211,0.19967420494699648
895,913,Hz325mFBubQ,Robinelise20,828.0,Howto & Style,75.0,19365,3.96,27,69,20,3.5631293570875293,0.1993076811594203
3024,3054,55k4zzaAe8I,XxSnypxX,1097.0,Entertainment,242.0,4513,4.45,29,66,20,14.624418346997563,0.1991639471285324
214,220,5_-UZDCsv2M,Ketsuekiko,1057.0,Film & Animation,401.0,1011,4.94,35,25,0,24.727992087042534,0.19885648060548725
2340,2369,tQDPUd5_sak,HockeyHighlights,1132.0,Sports,45.0,40300,3.83,23,75,20,1.8610421836228288,0.19869070671378092
3524,3558,mqZZgJ4jzxk,IXShinigamiXI,700.0,Film & Animation,243.0,139,0.0,0,1,0,7.194244604316547,0.19857142857142857
1589,1616,Ifg4WFov1LI,Sunni25,1134.0,Entertainment,183.0,225,0.0,0,0,20,0.0,0.1984126984126984
2328,2357,DNQ97P0rQk8,beachhouseband,1106.0,Music,272.0,16872,4.88,33,22,14,1.3039355144618303,0.19829497287522602
3763,3797,Azar12KCTk8,Dunnigga19,1024.0,Entertainment,88.0,36937,4.87,31,11,20,0.2978043696022958,0.1980412890625
2732,2762,u3syTH_bt4c,elliegreen123,601.0,People & Blogs,54.0,119,0.0,0,0,19,0.0,0.19800332778702162
886,904,_kjGOt4xdso,rhyshuw1,1039.0,Music,551.0,13170,4.0,33,53,20,4.024297646165528,0.1976756496631376
3268,3298,q-JndN8vrrE,badboy4lyfe2,968.0,Entertainment,366.0,9357,5.0,32,28,20,2.9924120978946247,0.19766632231404957
913,931,VltEHa39BXA,bondservant007,646.0,Music,199.0,16491,4.88,33,11,20,0.6670305014856589,0.19756786377708976
1330,1351,WjNU24ltvR4,altitudetv,1129.0,Music,191.0,223,0.0,0,0,20,0.0,0.1975199291408326
806,824,hUshSdgCxII,giantfryingpan,799.0,Music,47.0,12253,4.87,30,36,20,2.938055986289072,0.1974354192740926
1377,1400,qcjYh-iUEX4,JayMike14,1134.0,People & Blogs,122.0,3431,5.0,36,14,14,4.080443019527834,0.19702557319223984
856,874,x7P-u8XEfJw,theEMOofMEXICOcity,1135.0,Music,145.0,4752,1.81,63,78,20,16.414141414141415,0.19621678414096916
2201,2230,9Wp_pCJSAqY,flynnje,781.0,Music,223.0,18511,4.91,32,15,20,0.81032899357139,0.19582166453265046
4064,4098,foKRqJGcbPQ,scrambledeggsTV,1100.0,Entertainment,136.0,13115,4.45,33,37,20,2.821197102554327,0.19577272727272726
1441,1468,0vCpwlp5xSA,GamingMazterResponds,1132.0,Nonprofits & Activism,91.0,2004,4.7,27,67,20,33.433133732534934,0.1956703180212014
4013,4047,GxJ0XxucDHo,leibi1,765.0,Film & Animation,167.0,6609,3.78,41,32,20,4.841882281737026,0.1956192156862745
1578,1605,FhSi5zZh5pc,ssmileey00,1135.0,Entertainment,230.0,222,0.0,0,0,20,0.0,0.19559471365638767
2353,2382,RuruwOhW9Nc,housezikk,1108.0,Music,272.0,22340,4.74,35,9,20,0.4028648164726947,0.1950624548736462
1822,1851,OOVEWiXZZlw,meyow16,486.0,Comedy,521.0,16649,4.67,30,20,20,1.2012733497507357,0.19435720164609052
1974,2003,4b2utw0qnJY,jedreport,1135.0,News & Politics,99.0,4553,4.91,35,18,14,3.953437294091808,0.1938614537444934
2060,2089,gbJXaAM5TX0,GreenhouseEffectGE,1106.0,Music,218.0,214,0.0,0,0,20,0.0,0.19349005424954793
456,468,jSa-oW2h_Es,davidisbetterthenyou,1131.0,Comedy,30.0,2500,1.11,113,65,20,26.0,0.192640433244916
208,214,pyD1kaXW2eI,Madrosed,1109.0,People & Blogs,428.0,2475,4.44,34,39,20,15.757575757575758,0.1921917403065825
2874,2904,lJw30h-kiYY,lallokum,954.0,Music,204.0,25961,4.72,29,28,20,1.0785408882554601,0.19209278825995807
2581,2611,Efas9VXpczo,DoggyTV,497.0,Pets & Animals,193.0,11373,4.69,35,4,20,0.3517101908027785,0.19103329979879277
