,id,uploader,time-from-upload,category,length,views-cnt,rating,ratings-cnt,comments-cnt,related-vids-cnt
2134,ViRVHmCacvo,peron75,1085.0,Entertainment,425.0,20138,4.84,1153,602,20
2135,xmJoRnBE1OM,sharonafox1,930.0,Entertainment,579.0,5174,4.77,26,20,0
2136,WMdn1Gp94j0,peron75,1008.0,Entertainment,107.0,18569,4.84,1209,460,0
2137,iHpfFAMy0VI,WHATTHEBUCKSHOW,1112.0,Entertainment,290.0,392427,4.38,14529,6596,20
2138,ohFjkEEI8v0,stabdollface,1088.0,Entertainment,136.0,791,4.93,14,15,0
2139,p3u-lbLURT0,acousticnathalie,930.0,People & Blogs,145.0,1029,4.6,20,27,0
2140,2VQtXEKKAwM,peron75,1122.0,Entertainment,226.0,100788,4.7,1317,2960,20
2141,F2BLy8KyWgQ,ThaATXBalla,1055.0,People & Blogs,338.0,260,5.0,1,3,20
2142,2r_2AJ1u46k,bossiejohn,967.0,Music,311.0,207,5.0,1,1,20
2143,SpBq3fNxg9I,PetrucciFever,796.0,Music,262.0,16576,4.89,314,351,20
2144,WzJS-2QZVzU,bossiejohn,1066.0,Music,539.0,173,5.0,1,3,20
2145,I9TawEnKFpU,bossiejohn,957.0,Music,286.0,458,5.0,6,2,20
2146,ctaqi25wFts,POCKY2001,913.0,Music,220.0,9257,4.86,28,6,20
2147,W2npknPstE4,pablo9000,1041.0,Music,278.0,1144,4.33,18,14,20
2148,mABTVsKHwVM,DMKego,697.0,Music,246.0,3936,5.0,13,9,20
2149,e6KyyNKwHdA,francotenelli,874.0,Music,583.0,2779,5.0,9,4,20
2150,YhlePZ0H-JE,lordbadass666,1095.0,Music,270.0,103,4.75,4,4,20
2151,K7EOU148B-Y,capitalchaos,809.0,Music,281.0,29940,4.44,62,81,20
2152,rVq_zesQVqk,admstyles,517.0,Entertainment,162.0,10753,4.38,29,103,20
2153,ZG5AIKCsDh0,floridamusiccompany,925.0,Music,365.0,22688,4.56,9,10,20
2154,mjgrx-m0Z6c,planetmusicsamos,1024.0,Music,498.0,11358,4.65,17,15,20
2155,X2PH8Zg2tII,Magnoodles,764.0,Music,83.0,196,0.0,0,0,20
2156,F1eVX4rGCRU,TheGameOvais,1123.0,Film & Animation,450.0,1890,4.85,26,26,20
2157,XHCQYUvWgTw,gitarr66,659.0,Music,571.0,2257,4.64,11,11,20
2158,hpez2qiTjH8,jamesmorgandavies,988.0,Music,254.0,56,5.0,2,2,20
2159,yCkYsC20rys,1mcsource,859.0,Music,600.0,2216,4.43,7,3,20
2160,XBK43wy_ErM,ThaATXBalla,1054.0,People & Blogs,146.0,130,5.0,1,3,20
2161,_SwwPoDW0dc,companx7400,0.0, UNA ,13.0,120030,3.45,93,90,0
2162,YhVhcNTT5GQ,Doki66,1093.0,Film & Animation,49.0,69234,4.6,792,647,14
2163,-2kiDt7BwvQ,Doki66,1093.0,Film & Animation,78.0,46965,4.77,223,168,14
2164,FRUoKRXc4NM,crustybass,644.0,Music,298.0,42148,4.83,151,83,20
2165,U3No7ogm6mg,Katers17,1115.0,Comedy,162.0,30468,4.44,694,724,20
2166,hY10qiOod4Y,deedlebag,886.0,Music,164.0,241087,4.89,1096,1302,14
2167,6R1wmClXIJw,crabapplestudio,881.0,Film & Animation,357.0,4617,4.58,31,18,20
2168,CyoGq79AYRA,thehilldotcom,1127.0,News & Politics,535.0,59318,2.09,237,453,20
2169,qDM2br8uYyw,hotforwords,1115.0,Entertainment,201.0,136993,4.67,1401,428,20
2170,Hb772GZNrDc,detroitartistdotorg,1128.0,Film & Animation,4.0,925,1.0,3,3,20
2171,eocBZPHAhfM,Doki66,938.0,Music,161.0,149442,4.57,371,466,14
2172,87ZTAJmjYUU,creamofcardstv,1125.0,Pets & Animals,82.0,72041,3.68,250,123,20
2173,IuyVxVWLhgk,StephenORegan,1126.0,Entertainment,882.0,50863,3.91,70,101,20
2174,0h48saYAO_k,bagwhanbill,1103.0,Music,227.0,1274,4.5,8,2,0
2175,YtXFudBlCCc,Doki66,564.0,Film & Animation,298.0,51872,4.79,289,202,14
2176,ONqgaVU_XPk,VancouverFilmSchool,1087.0,Film & Animation,140.0,1303056,4.43,3172,1709,20
2177,vukcu920V9M,jetsetshow,1122.0,Entertainment,410.0,94981,4.25,170,104,20
2178,eTzIVVmNXeg,13thDimension,1125.0,People & Blogs,216.0,21348,3.8,20,18,19
2179,QSiF3UN1SFg,bunsandchouchou,1105.0,Entertainment,261.0,22234,4.51,74,39,20
2180,mxu3MluKl8A,WWF,1036.0,Nonprofits & Activism,180.0,77313,4.78,235,345,20
2181,UcHz6Jv4l-g,wwfaustralia,1031.0,Nonprofits & Activism,184.0,80967,4.6,193,149,14
2182,mS7eBwEHQS0,tvbodaga,775.0,News & Politics,202.0,12623,4.45,20,57,14
2183,Ap1Kpc90fiw,crazykyle06,1112.0,Education,81.0,8987,4.16,25,51,14
2184,6GKb5a673b8,wwfcanada,1115.0,Nonprofits & Activism,31.0,9981,4.52,25,66,14
2185,z9xwO5NCXaA,jimjamconigrave,788.0,News & Politics,127.0,3170,4.5,8,5,14
2186,priUvsQKSjQ,wwfaustralia,1037.0,Nonprofits & Activism,319.0,3415,4.5,12,18,20
2187,C9GRh_9sQBw,cityofsydney,908.0,News & Politics,313.0,20608,4.7,43,54,14
2188,PQF6cBqSBS8,lmadjus,1109.0,Education,164.0,110196,4.41,532,1289,14
2189,NnYrtsDA6Qk,LeoBurnettSydney,1122.0,Nonprofits & Activism,112.0,5699,5.0,17,21,14
2190,77O0jkIwaa4,geetsey,775.0,News & Politics,172.0,2623,4.91,11,7,14
2191,t9Ed2mGk8wI,illymanilli,774.0,News & Politics,122.0,1676,0.0,0,9,20
2192,xiy6bFxuSJI,tachyonpong,776.0,Travel & Events,150.0,1759,4.14,7,3,20
2193,HE3WPIKYkuc,wwfaustralia,744.0,Travel & Events,31.0,26241,4.53,34,51,20
2194,qj2FgJ3XTlw,earthhour,869.0,Travel & Events,29.0,1187,5.0,3,4,20
2195,Eh0ricf5n6Q,Earthhour2008,1094.0,Nonprofits & Activism,68.0,1692,5.0,3,3,20
2196,NvLZMguNmiQ,GetAMPEDmag,1071.0,Education,58.0,1166,5.0,2,1,14
2197,NtG0y78wJ74,ShalmorYR,856.0,People & Blogs,309.0,838,5.0,1,2,20
2198,ZRMYeOVn8ew,ldbi,1121.0,Nonprofits & Activism,90.0,1623,5.0,3,6,14
2199,KItansAKNRA,d65fitzer,1118.0,Nonprofits & Activism,49.0,1436,4.75,4,8,14
2200,4GUGVGzIQx0,Smoothio,1111.0,Music,424.0,9710,4.7,20,9,5
2201,8WFqg4ULAks,jtsodergren,1094.0,Music,598.0,5024,4.25,12,16,20
2202,OnULc0byvZ8,jtsodergren,795.0,Music,99.0,9564,4.48,21,58,20
2203,gI2E3wk7y0U,mattylou55,959.0,Music,226.0,4918,4.19,21,10,14
2204,1iInKDlV74I,jtsodergren,795.0,Music,197.0,3550,5.0,2,5,20
2205,h8mXQe2RIQQ,jtsodergren,856.0,Music,126.0,1839,4.43,7,6,20
2206,qHWH_sKslEE,joekostelnik,795.0,Music,150.0,983,5.0,1,0,20
2207,zufaHASxuAw,hiphopwest,1122.0,Music,268.0,693,5.0,3,1,20
2208,RknEoXFv_1g,m9001,436.0,Entertainment,122.0,14037,4.57,14,14,20
2209,ESsrmy78whQ,ashkeezy,529.0,Music,250.0,1449,4.96,90,3,20
2210,ckmxFJyASE0,PhorbieOwns,1109.0,Music,232.0,1996,4.64,11,10,14
2211,ZpJVNVe6WYc,skyfutebolportugues,1115.0,Sports,101.0,38005,4.19,21,53,14
2212,wrEJjLFgbSU,tvguide,1127.0,Entertainment,200.0,13600,4.75,8,10,20
2213,87a8Wvd4-8s,Dymez513,1071.0,Music,248.0,181861,4.88,1080,852,14
2214,vuLwhyPRmUc,HOGGISHMUZIC,1117.0,Music,221.0,1508,3.0,5,5,20
2215,smGcj6vohLs,mediacreatures,1103.0,Music,228.0,1528,5.0,3,4,20
2216,gbe1aswKhhY,Element9HipHop,1127.0,Comedy,132.0,17599,2.6,40,70,14
2217,RbAdnPPIsGM,freitagfilms,833.0,Music,279.0,310,5.0,3,1,20
2218,4Dm6wwF-_MA,Pruane2Forever,1119.0,Entertainment,192.0,516513,1.83,10569,15075,14
2219,yL_-1d9OSdk,yorambauman,737.0,Comedy,245.0,327124,4.47,872,313,14
2220,mmpZvCZDW_8,expertvillage,1101.0,Howto & Style,77.0,22739,2.95,64,58,20
2221,0UUmOOHtKrk,expertvillage,1101.0,Howto & Style,88.0,18491,3.16,32,33,20
2222,FVU8S5HQY_8,lleski,777.0,Film & Animation,70.0,48986,4.62,93,48,14
2223,BbV_iRpBZ3Q,MooseMouseMedia,670.0,Film & Animation,28.0,375701,4.47,565,191,14
2224,m2OC5Z1Fii8,texasgirly1979,799.0,Pets & Animals,26.0,4372739,4.6,8213,12034,14
2225,koPsqp8Nrtg,bravelord,425.0,Comedy,50.0,133042,4.23,163,107,14
2226,k_GqrLosqKw,thesitedoc,782.0,People & Blogs,11.0,2572,2.0,7,0,20
2227,w8xW5IUvhpM,setloose,770.0,Film & Animation,465.0,9748,4.3,23,22,20
2228,bXd1jez4l2M,expertvillage,1101.0,Howto & Style,104.0,1337,1.5,6,4,20
2229,OeLw-jWx3-0,rosscarlson,631.0,Comedy,390.0,64557,4.77,105,52,20
2230,9Wp_pCJSAqY,flynnje,781.0,Music,223.0,18511,4.91,32,15,20
2231,MNx2xwWIfCA,TheDailyBuzz,780.0,Comedy,74.0,166640,3.6,444,188,20
2232,0FUOMptXgA8,expertvillage,997.0,Howto & Style,82.0,1615,2.67,3,4,20
2233,FOKWw_RnDKM,takeforever,831.0,Film & Animation,65.0,45111,4.89,481,113,20
2234,pO5ElMD2Prw,crpgchamp,978.0,Entertainment,150.0,332444,3.8,92,845,14
2235,uHioxHDYvKM,justinrudd,747.0,Pets & Animals,138.0,30370,4.38,13,6,14
2236,aLajTS9-C2s,goldiegoo,481.0,Entertainment,294.0,217192,4.63,654,1045,20
2237,JNGOG3A7P3E,PolyvinylRecords,1000.0,Music,287.0,35558,4.51,49,36,20
2238,IEUhb1w-yEw,PolyvinylRecords,1000.0,Music,313.0,7188,4.67,12,21,19
2239,EeJdw6U5tcU,seanlennonofficial,598.0,Music,202.0,108945,4.67,324,406,14
2240,OAWgPn_OPY0,Rodehihi,705.0,Music,276.0,2264,4.8,5,4,20
2241,1Oo93mav_tg,fraulobsto,663.0,Music,182.0,3142,4.53,15,5,19
2242,_XC2mqcMMGQ,beggars,1056.0,Music,140.0,1760328,4.48,5942,4830,20
2243,srxS5AmYPMo,BlankTV,1103.0,Music,223.0,2149,4.71,14,12,20
2244,Z3ClCwcCvdQ,akhenatoon,361.0,Music,300.0,769842,4.89,2790,1220,14
2245,boc7rnhkLAk,bezo1981,635.0,Music,165.0,1797772,4.87,4607,3203,14
2246,RGbueOMOEZ8,PolyvinylRecords,0.0, UNA ,492.0,9402,4.72,18,9,0
2247,PH2Nn5ynhtM,BlankTV,1072.0,Music,183.0,11815,4.0,22,13,20
2248,j8xI83Dx7LU,GuchiJnr,900.0,Music,237.0,205981,4.8,130,48,20
2249,WWWl8LfAMlY,jfar23,726.0,Music,269.0,20862,4.96,132,39,20
2250,GdDxz2bkfhE,sonybmg,738.0,Music,198.0,3105123,4.7,8673,8421,20
2251,Eyu3GGKHfJM,wichitarecordings,545.0,Music,242.0,230947,4.87,425,353,20
2252,XZCZRTcY3uA,radrecycler,641.0,Music,268.0,76407,4.81,182,82,20
2253,wFBuFGG_04o,sonybmg,734.0,Music,189.0,1230391,4.91,3678,1551,20
2254,#NAME?,HIPVideo,800.0,Music,163.0,1327,4.91,11,6,20
2255,pqaUZkf52fs,freddyfan27,627.0,Music,191.0,783616,4.85,2355,921,20
2256,2x2W12A8Qow,TayZonday,1016.0,Music,172.0,3499428,4.27,16653,21323,20
2257,Uzs-Lm0AvRU,blogestalo,859.0,People & Blogs,60.0,6277,4.0,4,5,20
2258,mHWup7ifW2M,UNICEFUSA,1108.0,Nonprofits & Activism,97.0,10270,4.37,19,10,5
2259,lZIhcMWohxA,ShalmorYR,856.0,Film & Animation,47.0,934,2.6,5,3,20
2260,BXMcExlbZA0,ShalmorYR,856.0,Film & Animation,340.0,1773,2.33,3,2,20
2261,PNenAd0ookY,unicef,807.0,News & Politics,93.0,1554,3.0,3,6,20
2262,DwDy-mEJ3mU,UNICEFUSA,703.0,News & Politics,208.0,19134,4.94,50,22,20
2263,vKmnXh8zafo,0merone,868.0,People & Blogs,301.0,1019,0.0,0,0,20
2264,7mY6HWTWcBY,fordmodels,1112.0,People & Blogs,93.0,38964,4.58,48,29,0
2265,GsJMhGMvGD8,UNICEFUSA,1024.0,Nonprofits & Activism,65.0,440,5.0,3,0,0
2266,7MAYrF1PDks,francescomas,358.0,Entertainment,27.0,235885,4.58,300,467,14
2267,n6HrEOsbVFU,ApollosPlace,961.0,People & Blogs,264.0,24824,4.64,42,30,20
2268,emYZclXFzVY,mrblue37,790.0,Entertainment,120.0,20760,3.94,67,150,20
2269,WsxAtTeEyag,leitjaxon,1111.0,Nonprofits & Activism,182.0,579,5.0,1,5,20
2270,dAn9HL0tQT0,unicef,765.0,News & Politics,94.0,889,5.0,5,1,0
2271,#NAME?,P00KYL0VE,1111.0,Travel & Events,166.0,128,0.0,0,0,0
2272,LQwLexli8oI,enricoantonacci,1030.0,Education,300.0,308,5.0,1,1,20
2273,DiaZC7HRsx0,ECF234,1121.0,Nonprofits & Activism,31.0,2255,4.8,5,2,20
2274,cvTRH1uUG_0,Lara007,411.0,Entertainment,70.0,21924,4.82,55,20,20
2275,WdY1Mow8YJA,UNICEFUSA,716.0,News & Politics,60.0,6027,5.0,12,4,14
2276,hjHaRZYXK-g,UNICEFUSA,1108.0,Nonprofits & Activism,60.0,838,4.2,10,5,14
2277,X1K9QW51gYI,ReelNASA,1100.0,Autos & Vehicles,167.0,26240,4.89,45,41,20
2278,ybD6Vsytw_o,akivids,1087.0,Science & Technology,278.0,7312,3.77,13,11,20
2279,evc3AVDFjno,tvspace,1100.0,Science & Technology,597.0,6059,4.71,14,6,20
2280,HL8QAJz-GX4,jackbuster,1087.0,News & Politics,399.0,4716,4.43,14,6,20
2281,lehfkYci1cM,squishydemon,1090.0,Science & Technology,47.0,6904,4.89,9,4,20
2282,54rYZAjI9eQ,ReelNASA,1092.0,Music,107.0,5035,3.73,11,4,20
2283,m8RQN7mBQh8,kilian2,1088.0,Science & Technology,562.0,1937,5.0,1,2,20
2284,t03P5WfWj34,ReelNASA,1091.0,Autos & Vehicles,235.0,4063,4.58,12,1,20
2285,FxFOm8BC4GE,ReelNASA,914.0,Travel & Events,147.0,800295,4.62,1576,1852,20
2286,8o72MzrgFiU,ReelNASA,1087.0,Autos & Vehicles,599.0,17824,5.0,40,41,20
2287,5YsZ9__9KlA,ReelNASA,1122.0,Music,88.0,1835,4.85,13,2,20
2288,S_wcJZUO6y0,mrhailey,958.0,Film & Animation,9.0,1267,5.0,3,0,20
2289,4RSnOiMVfHk,ReelNASA,1090.0,Autos & Vehicles,570.0,26136,4.91,35,29,20
2290,4pcaFcc9KKo,bcirce,1091.0,Travel & Events,436.0,567,5.0,2,0,0
2291,waKIrtihdq0,spacearium,1107.0,Science & Technology,166.0,1672,3.5,2,2,0
2292,c6xjsaCmmd0,squishydemon,1090.0,Science & Technology,653.0,1255,4.25,4,0,20
2293,sfJFBcF_6cE,rajuv,825.0,Howto & Style,313.0,49066,4.67,24,18,20
2294,kw5-n5Js6DM,tvspace,554.0,Howto & Style,310.0,133708,4.65,224,172,20
2295,IXTVju0bSdE,ReelNASA,1122.0,Music,99.0,3867,4.57,14,3,20
2296,ge_uzCSbPg0,ReelNASA,1093.0,People & Blogs,89.0,3960,5.0,5,2,20
2297,HRuj1PkhdCg,jacobgolden,1081.0,Music,217.0,9880,4.89,61,63,20
2298,U7Rk2QBjF_c,jacobgolden,1055.0,Music,195.0,3625,4.74,19,17,20
2299,muUiLVraGGs,jacobgolden,1055.0,Music,128.0,3583,4.59,17,17,0
2300,qnevxJSc64M,jacobgolden,568.0,Music,273.0,5663,4.83,29,27,0
2301,xSVKUu4j4Ns,cinnamoncandytube,1077.0,Music,105.0,1179,4.9,10,10,0
2302,_5pYB4ugNa4,notcricket,1024.0,Music,207.0,5908,4.67,15,15,14
2303,5deOrTNQwwU,BadgerVsMonkey,1102.0,Music,266.0,3375,4.79,33,22,14
2304,_gdrsVvE4q4,mnoomoo,941.0,Music,253.0,980,5.0,6,5,20
2305,6QKDFyDjs30,jacobgolden,1040.0,Music,197.0,1077,5.0,4,8,20
2306,lra15GfDeBA,jacobgolden,1040.0,Music,228.0,894,4.33,6,1,20
2307,EaIm_hmEGWE,indiequeen92,1082.0,Music,210.0,350,0.0,0,0,20
2308,C2eImII-pjI,jess182,664.0,Music,124.0,1731,3.56,9,11,20
2309,pitn0PDoT8Y,1989sunrise1989,903.0,People & Blogs,191.0,40121,4.59,29,39,14
2310,D2sfelvHAlU,adolfo0116,500.0,Music,481.0,3108851,4.91,9285,6513,14
2311,eBOdjkdgGeI,Araknerman,1015.0,Music,223.0,955,4.4,10,4,20
2312,IRM-Xje28eU,rainydog,876.0,People & Blogs,146.0,1005,4.0,8,0,0
2313,_mgNnKqKqW0,Cakebutt1,861.0,Music,195.0,4112,4.75,4,4,20
2314,kWMmbP_7IRA,artisttheone,821.0,Entertainment,255.0,36404,4.74,112,83,20
2315,4C_oHwLcivY,daughtry,987.0,Music,223.0,2584278,4.9,8808,6043,20
2316,I2M79Ga7xuI,sullenity,853.0,Music,168.0,39776,4.88,76,37,20
2317,TA9BSkQgrGs,VancouverFilmSchool,1114.0,Entertainment,607.0,51216,4.18,196,92,20
2318,lYsZRnNdBns,VancouverFilmSchool,1092.0,Film & Animation,105.0,176081,3.95,205,115,20
2319,QfxraKQR4pA,matrix220,432.0,Film & Animation,95.0,3879,5.0,5,3,20
2320,RqBWgTXbHsk,matrix220,625.0,Film & Animation,130.0,3480,4.53,17,9,5
2321,STrX0yRl9Is,VancouverFilmSchool,1106.0,Entertainment,618.0,49071,4.01,115,81,20
2322,fsVui1q_vdY,VancouverFilmSchool,1101.0,Entertainment,342.0,36557,4.12,103,88,20
2323,AZse9M-Vhmg,zulker911,904.0,People & Blogs,219.0,70795,3.85,47,45,14
2324,u30z4a_j2d0,VancouverFilmSchool,1106.0,Film & Animation,184.0,145524,3.77,348,201,20
2325,xIhPdbLD26o,VancouverFilmSchool,1022.0,Entertainment,81.0,117003,4.02,171,136,20
2326,sq7XbKd321I,VancouverFilmSchool,1031.0,Film & Animation,215.0,78729,4.71,569,336,20
2327,mYIarTjO1fM,VancouverFilmSchool,1087.0,Film & Animation,120.0,59019,4.69,265,125,20
2328,_tF-DJoBxDQ,VancouverFilmSchool,1099.0,Film & Animation,103.0,123057,4.25,313,133,20
2329,xaLtb5cB0Pg,VancouverFilmSchool,1113.0,Film & Animation,193.0,36057,4.44,95,26,20
2330,SUY_q7T-IrE,VancouverFilmSchool,1120.0,Film & Animation,176.0,19204,4.18,92,48,20
2331,QFTkb-PSuP4,GroundZeroPoint,1105.0,Film & Animation,165.0,409,3.8,5,3,20
2332,SXAR_TcOEqA,VancouverFilmSchool,1106.0,Film & Animation,152.0,52879,4.23,166,132,20
2333,rDikHLHihj8,VancouverFilmSchool,1122.0,Film & Animation,139.0,54356,4.58,375,168,20
2334,uN6-wo-yC0A,VancouverFilmSchool,1115.0,Film & Animation,130.0,42226,4.49,260,100,20
2335,PpPabjtVxcg,yoshidakoken,300.0,Music,287.0,395167,4.8,556,385,14
2336,jcC5-phJBsc,spally87,719.0,Music,202.0,358691,4.66,384,250,14
2337,mTkp9UqVVHs,runawaybox,1119.0,Entertainment,280.0,107412,4.69,832,510,20
2338,i19IEAwLmQQ,Remixlover,668.0,Music,265.0,553999,4.67,489,208,14
2339,MKovL4iKiAY,FrankieThaLuckyDog,1110.0,Music,571.0,63188,4.46,70,65,14
2340,nUDksaQp3IA,kinxero,952.0,Entertainment,559.0,101016,5.0,4,81,14
2341,ngRq82c8Baw,runawaybox,937.0,Comedy,101.0,2474409,4.65,7909,7233,20
2342,SiHPEPrC1gQ,runawaybox,1127.0,Entertainment,140.0,45246,4.72,330,157,20
2343,udwUnwHJYck,Manintheboxshow,876.0,Comedy,88.0,1768978,3.86,6195,3295,14
2344,08hU_p48YBI,FrankieThaLuckyDog,1077.0,Music,536.0,148918,4.52,152,111,14
2345,XNSJeX9BdsI,kucka17,963.0,Music,162.0,160898,4.48,25,11,20
2346,SG8WMwda968,runawaybox,1094.0,Entertainment,149.0,21531,4.25,291,161,20
2347,1F2uD5BjfEw,azyprincess,698.0,Music,330.0,137285,4.32,93,75,20
2348,eRxrNwRRUvE,SallyJ2007,1122.0,News & Politics,193.0,18374,4.82,17,10,20
2349,qrlyWD6q8zc,runawaybox,1129.0,Entertainment,40.0,66480,4.34,312,158,20
2350,6seMSc9em-M,runawaybox,1126.0,Entertainment,139.0,46742,4.72,387,155,20
2351,1I-0a64Hu_8,Manintheboxshow,1092.0,Entertainment,159.0,49119,4.74,209,97,20
2352,2PFJCmDMaKo,runawaybox,1122.0,Entertainment,80.0,23259,4.74,72,30,20
2353,NojLmuup_eM,corazonazultw,930.0,Music,598.0,73944,4.83,138,65,14
2354,efnn0hwMc6k,runawaybox,1122.0,Entertainment,39.0,32239,4.17,107,61,20
2355,U8cmRdpcePc,secretcityrecords,1121.0,Music,193.0,5282,4.77,26,19,5
2356,TVElOObQLZI,janerpants,867.0,Music,64.0,4785,4.86,7,5,0
2357,DNQ97P0rQk8,beachhouseband,1106.0,Music,272.0,16872,4.88,33,22,14
2358,lYDUk0ESwt4,ninofficial,1121.0,Music,136.0,677750,4.64,1822,1619,20
2359,JT5AQIlmM0I,r8dkid,859.0,Entertainment,174.0,1525527,4.88,2653,1020,14
2360,YA2h9PrIUxs,secretcityrecords,729.0,Music,187.0,683395,4.64,2032,1162,14
2361,Z94V2phbWKY,thisiscrazyfunny,1126.0,Music,216.0,652,5.0,2,1,20
2362,SeHXpWkRkxo,TgirlQueensland,1129.0,People & Blogs,57.0,116712,1.62,325,139,20
2363,4A6Dvdb6KUU,tinkerbellcj20,1123.0,Music,212.0,316672,4.78,1580,1741,20
2364,kPO_7min6JE,terranaomi,1125.0,Music,275.0,149629,4.6,884,653,20
2365,9zjWho3Sbv4,raymondberlin,1129.0,Music,249.0,878,4.53,19,25,20
2366,UGwiiDXOOQg,Ludaf1,1039.0,Music,231.0,44535,4.88,73,27,20
2367,r12iGnmHa74,sftbob,1123.0,News & Politics,105.0,617647,4.5,1086,1295,14
2368,ESHa9-Czv_A,v4bec,1132.0,Sports,299.0,321381,4.18,225,1209,20
2369,tQDPUd5_sak,HockeyHighlights,1132.0,Sports,45.0,40300,3.83,23,75,20
2370,5v6ZFL3Xvf4,maggotleader1,1135.0,Sports,53.0,406,5.0,3,7,20
2371,s92LY161Gww,jonathanroy30,1133.0,Sports,38.0,50474,4.45,33,204,14
2372,5ST_-yhbhgw,GOMaX61,1133.0,Sports,50.0,43721,4.65,37,163,14
2373,T1Xv-d6OJ8k,MoniiiOldhamstto,1134.0,Sports,58.0,3208,3.0,1,8,20
2374,91AE-wWLEqE,HockeyHighlights,1134.0,Sports,173.0,8959,4.5,4,47,14
2375,13n5LV88mpE,MoniiiOldhamstto,1134.0,Sports,46.0,9364,3.0,2,28,14
2376,CcqGKRlcQ04,HockeyWebCast,1133.0,Sports,76.0,6493,4.67,9,27,14
2377,Dtmj1eafqqM,jonathanroy30,1134.0,Sports,82.0,7072,2.67,3,24,20
2378,HlaDJoD2-Qc,thehockeyherald,1131.0,Sports,45.0,132665,3.79,87,451,14
2379,tsZarzNGvW8,corunguneee,1135.0,Sports,38.0,7314,5.0,6,20,14
2380,LLwR1uTZwR4,mikedaud29,1134.0,Sports,46.0,898,0.0,0,0,14
2381,nVIG7RMif6s,corunguneee,1131.0,Sports,45.0,415337,4.45,324,1426,14
2382,RuruwOhW9Nc,housezikk,1108.0,Music,272.0,22340,4.74,35,9,20
2383,UvuvOcgTQxg,katarina19901,1104.0,Music,243.0,766885,4.83,1928,1608,14
2384,LGQKEIX7-Sk,cpp87,1066.0,Music,275.0,119478,4.85,110,80,14
2385,WvhfbXgXl6M,jahquan514514,1063.0,Music,280.0,260636,4.82,344,298,14
2386,U8i2UBARbC4,metromix,1102.0,Music,139.0,56907,4.85,65,52,20
2387,5hayE_ZP0rI,universalmusicgroup,1110.0,Music,272.0,1976909,4.79,7496,6775,20
2388,3KCgCfy6xBk,DoItLookLikeICare,1112.0,Music,583.0,3903,5.0,10,74,20
2389,QLj_4c0Km4w,DeeLikesProd2008,1105.0,Music,278.0,29822,4.73,64,23,14
2390,h_hnJPMRgU0,firestarta81,1108.0,Music,246.0,6209,4.93,27,21,8
2391,OURf5hfX4zQ,JocelynFry1356,1119.0,Music,263.0,9420,4.76,811,24,14
2392,3v1oRJYJl6A,fnikki91,1107.0,Music,243.0,25831,4.99,67,91,14
2393,b9dmdHn1eRI,BengiBitch111,1114.0,Music,271.0,12378,4.92,38,18,14
2394,ltaexF_84FM,MatAlfRoadShow,1110.0,Music,275.0,14264,4.88,33,15,20
2395,CqIEQXuIS7Y,darius06,1074.0,Music,278.0,1153,5.0,3,5,14
2396,3Sy769Ry6hQ,aerocheder,1124.0,Education,58.0,96088,3.16,294,257,14
2397,MeZqKo-qbPc,aerocheder,1127.0,Travel & Events,22.0,25688,4.1,30,37,20
2398,N12QDWhtgqE,HortonGB,1121.0,Film & Animation,32.0,106741,4.91,381,843,20
2399,iEFW7upjkaA,HortonGB,1116.0,Film & Animation,38.0,110062,4.85,307,804,20
2400,TEJenuU1QKE,HortonGB,1116.0,Film & Animation,425.0,271055,4.5,716,513,20
2401,_2nonHxwABI,RandomSisters,1127.0,Comedy,14.0,16502,4.48,27,33,14
2402,3cpQgrJrygo,laxbabe91,1127.0,Film & Animation,12.0,17094,4.93,44,40,14
2403,vNuXHSFGOnM,SomebodyKickin,1124.0,Comedy,9.0,6427,2.92,37,40,14
2404,eEXoxVEgCdw,caileadair,1128.0,Film & Animation,28.0,23371,4.8,44,31,14
2405,VblpG7Up76M,HortonGB,1116.0,Film & Animation,215.0,17850,4.92,78,65,20
2406,wCtKvSPGugE,Tonytambe,1115.0,Comedy,5.0,15065,3.07,27,18,20
2407,vyKaJBZKrUY,HortonGB,1116.0,Film & Animation,99.0,20728,4.91,58,52,20
2408,4ylfIm6k1AU,HortonGB,1116.0,Film & Animation,39.0,43719,4.86,77,65,20
2409,#NAME?,HortonGB,1116.0,Film & Animation,80.0,16903,4.81,48,26,20
2410,MIQFTBsGccA,HortonGB,1116.0,Film & Animation,174.0,13103,5.0,42,45,20
2411,uzB5vpPufR4,HortonGB,1116.0,Film & Animation,38.0,42805,4.78,74,59,20
2412,aBnOFA3SBcc,HortonGB,1116.0,Film & Animation,38.0,29359,4.85,71,72,20
2413,1LzD-FtQPx8,Cinderellagirl78,1125.0,Entertainment,54.0,2364,2.2,5,6,20
2414,xcxGeiUbLSM,HortonGB,1116.0,Film & Animation,38.0,20256,4.83,35,53,20
2415,VwRMOOpyq7A,HortonGB,1116.0,Film & Animation,38.0,11770,4.88,34,13,20
2416,gE7Bm1KNpcg,elgado,866.0,Sports,588.0,44716,4.77,48,62,20
2417,IqB1Gir6zgQ,guancavilca,1058.0,Sports,243.0,462,5.0,2,1,20
2418,4th2BirSdQk,guancavilca,1000.0,Sports,51.0,3572,4.5,2,1,20
2419,35apJLfaYYg,guancavilca,999.0,Sports,44.0,2477,5.0,1,1,20
