,id,uploader,time-from-upload,category,length,views-cnt,rating,ratings-cnt,comments-cnt,related-vids-cnt
0,QuRYeRnAuXM,EvilSquirrelPictures,1135.0,Pets & Animals,252.0,1075,4.96,46,86,14
1,3TYqkBJ9YRk,hggh22,1135.0,Comedy,169.0,228,5.0,5,3,20
2,rSJ8QZWBegU,TimeGem,1135.0,Entertainment,95.0,356,4.31,13,1,20
3,nRcovJn9xHg,wooochacha,1135.0,Entertainment,118.0,1115,2.23,57,73,20
4,UEvVksP91kg,johnx113,1135.0,Entertainment,83.0,281,2.67,9,16,20
5,sVkuOk4jmCo,marcosoycadiz,1135.0,People & Blogs,49.0,1196,3.67,6,5,14
6,ZTopArY7Nbg,TroyChannel,1136.0,Entertainment,145.0,11,0.0,0,0,20
7,0RViGi2Rne8,OmnipotentSI,1135.0,Entertainment,9.0,490,2.31,26,15,20
8,HT_QlOJbDpg,dumbasstheredneck,1095.0,Comedy,14.0,1349,2.09,22,13,20
9,ShhClb6J-NA,thecrashguy,1136.0,Entertainment,61.0,29,0.0,0,0,20
10,g9e1alirMhc,iamdanielisaac,541.0,Comedy,152.0,483053,4.65,2689,2932,20
11,YZev1imoxX8,threefirstnames,1135.0,Entertainment,253.0,63,5.0,3,2,20
12,I4yKEK9o8gA,djlogitek,964.0,News & Politics,173.0,106929,4.39,1010,1484,20
13,1GKaVzNDbuI,fatvids,690.0,Comedy,176.0,2464486,4.5,13342,11997,20
14,yuZhwV24PmM,weneedhelp,1082.0,News & Politics,213.0,46183,4.71,280,247,14
15,zQ83d_D2MGs,dumbasstheredneck,1095.0,Comedy,14.0,1550,1.57,14,4,20
16,DomumdGQSg8,imgrown18,910.0,Comedy,224.0,392908,4.8,1261,829,14
17,pFUYi7dp1WU,StanleyJenkins,1106.0,Comedy,200.0,110272,4.07,1011,482,20
18,2l6vwAIAqNU,makemagazine,460.0,Film & Animation,294.0,71966,4.07,260,229,20
19,hiSmlmXp-aU,bravenewfilms,440.0,Entertainment,168.0,653840,4.43,198,377,14
20,dh6dF1XY3uI,Ffllaanndd,1090.0,Entertainment,249.0,146,5.0,1,1,0
21,_a0gQFOJYWM,diamondfan1910,1011.0,Film & Animation,369.0,728,4.64,11,17,20
22,UzPldH0vuHY,Ffllaanndd,1100.0,Entertainment,424.0,229,4.0,4,2,20
23,h9gRdAmGFnM,LinIsKorean,1067.0,Entertainment,410.0,220,4.33,6,9,20
24,rKWq0l6YiT0,ratfink43,719.0,News & Politics,37.0,4446,4.81,21,8,20
25,M67aD5lLC2M,zeldamastertimmy2,1100.0,Entertainment,477.0,379,4.2,10,5,20
26,gP0jnBrVEpI,NoodleStroodel,1069.0,Film & Animation,107.0,161,5.0,1,2,0
27,geUY_esOrt0,samsarajade,1108.0,Comedy,218.0,664,5.0,12,27,0
28,kIxj9S6jiB4,GoldGlove01,1089.0,Film & Animation,79.0,25,0.0,0,0,0
29,mfUwgrwkqiI,Dukescubbie,881.0,People & Blogs,53.0,447,4.86,7,2,0
30,0jjrvtqa-BQ,easterfilms,800.0,Entertainment,137.0,523,4.2,10,9,0
31,VoPgxHja4Os,Djclyve,744.0,Entertainment,340.0,1083,2.33,3,0,14
32,QJMZjx4L0BA,diamondfan1910,1038.0,Film & Animation,322.0,230,5.0,4,9,0
33,OshpuI9BGVU,mywiiowns,883.0,Entertainment,608.0,406,2.43,7,4,0
34,eBGIQ7ZuuiU,YouGotRickRolled,832.0,Comedy,210.0,8119804,4.64,23256,29160,14
35,L3mR8syHNIg,DarkArchon102,1068.0,Entertainment,84.0,109,5.0,1,7,20
36,McZ3lP8lb6E,uglydollfreak,1089.0,Entertainment,614.0,146,2.5,2,5,20
37,WsaQ0dQhXnA,SamProof,861.0,Entertainment,226.0,3685,4.85,33,80,0
38,16XHS2R_mEo,Zarzycki3000,1060.0,Entertainment,212.0,57,2.33,3,2,20
39,lhGZVgoDub0,WhiteKhakis,965.0,Entertainment,291.0,5481,4.64,14,18,20
40,aYHBqH_xbCw,Ryokibin,1133.0,News & Politics,521.0,11327,4.77,96,190,14
41,SfaxA9Q-9AQ,CBS,1134.0,News & Politics,177.0,25618,4.86,182,153,20
42,1cWWE3A2mDI,davoodnpussy,1135.0,News & Politics,89.0,3947,1.46,69,49,14
43,exT_E9FNu84,zabbabou,1136.0,News & Politics,63.0,549,3.15,13,11,20
44,osqnkdc349s,giantPANDER,1135.0,News & Politics,132.0,597,5.0,4,1,20
45,5lWlN8g2dAc,JoannaLloyduynsv,1134.0,News & Politics,53.0,2511,4.43,7,9,20
46,ZCYtPT_bpTI,speakmymind01,1133.0,News & Politics,116.0,5321,4.77,30,60,20
47,6KqmfUFZbBw,ScrappleFace,1134.0,News & Politics,45.0,12971,4.57,23,44,14
48,Y_hAXbgxXp8,andiKentvmai,1135.0,News & Politics,124.0,209,5.0,1,8,20
49,IxVsdS887HA,wazolangu,1130.0,News & Politics,39.0,44203,4.72,184,208,14
50,L1WYOl2_5Kg,iaxiloll,1134.0,News & Politics,382.0,4648,4.48,31,119,14
51,bjAuzPnJ82A,lotarvk,1134.0,News & Politics,122.0,6715,4.82,33,166,20
52,E8_odhuWfTk,SteveMarmel,1131.0,Comedy,149.0,53950,4.68,341,572,14
53,TKe2rBbGGEA,go33tv,1134.0,News & Politics,138.0,10240,4.77,44,118,14
54,lwrxclIGJqk,oonkamoonka,1134.0,Comedy,71.0,11888,4.48,58,77,14
55,T3depGF5E-0,llamomanu,1133.0,News & Politics,219.0,51837,4.71,390,795,14
56,9l2qbaOMbcU,ciwanamed,1135.0,News & Politics,116.0,894,5.0,3,6,20
57,2hZx3yBoNw4,CBSEXPosed,1134.0,News & Politics,116.0,7515,5.0,2,0,20
58,UCeA4K2-wNk,spityogamecom,856.0,Music,294.0,390697,3.77,1320,2351,14
59,BDmhe0vIFiQ,SpTgUrL2010,1063.0,Music,166.0,3768,3.75,16,15,20
61,3Cc7-4OeAgM,joris6440,1127.0,Music,303.0,368,4.6,10,4,20
62,NDtHpG0c0Cc,reidooproductions,1135.0,Howto & Style,185.0,84,2.67,3,2,20
63,e5L0hW2Dj10,MYHOODURHOOD2,1135.0,Music,64.0,199,0.0,0,1,0
64,UmAa8JTm1Cc,iRespond2U,1135.0,Music,59.0,116,0.0,0,7,14
65,#NAME?,headz22,1136.0,Music,104.0,48,5.0,2,1,20
66,QXEdjYf5ezY,spityogamecom,858.0,Music,401.0,267189,4.69,442,407,14
67,G84LhBePK6k,spityogamecom,864.0,Music,356.0,200754,4.76,364,264,20
68,OnosHPTij3M,mi3456789,1112.0,Entertainment,295.0,247,4.0,5,1,20
69,yhGd25KcOh4,spityogamecom,852.0,Music,187.0,164387,4.82,108,47,20
70,Cj_S_rut3LQ,MrCeoBoy,989.0,Music,176.0,762,5.0,4,7,20
71,XNyINFMHHm4,MRMAKEEMBOP,1118.0,Music,152.0,665,0.0,0,1,20
72,6hIis-_GIXk,jessy0525,859.0,People & Blogs,240.0,1195,3.67,3,6,20
73,hd6yq-HIibI,Chevymalibu12,835.0,Music,202.0,330284,4.72,392,259,14
74,ZEDYzwdqHrU,MRMAKEEMBOP,1117.0,Music,111.0,158,5.0,1,0,14
75,t02kRsw1AUU,bihwiLoganqjrg,1135.0,Music,193.0,236,4.2,5,5,14
76,H4kZqk1NF4U,symonds4260,1079.0,Music,294.0,419,5.0,1,0,0
77,J52gclijmWw,spityogamecom,854.0,Music,187.0,44965,4.82,98,65,20
78,5vLbA7n8EG0,alexasWelchvpjjc,1135.0,News & Politics,53.0,1003,5.0,1,7,14
79,3ZbXJp-NUZc,puebloplug,1135.0,News & Politics,13.0,784,2.47,19,5,20
81,MaE1kowuCBQ,tottigol1020,390.0,Sports,117.0,742374,4.46,597,503,20
82,N1RMCuIUB9c,NettwerkMusic,563.0,Music,190.0,288213,4.84,1051,654,20
83,FZK4BRN6D9w,AREQCFC,851.0,People & Blogs,365.0,117139,4.8,272,211,14
84,pM3GHI5xR9U,savas82,458.0,Sports,194.0,732199,4.69,1457,434,20
85,3ds7V085k7g,tottigol1020,390.0,Sports,182.0,702596,4.5,617,655,20
86,clhOnZRrmXc,ped666,527.0,Music,230.0,2135635,4.8,3747,1856,14
87,TPUZqcibh4E,daRangers,613.0,Music,225.0,1102105,4.82,2608,1324,14
88,OIxgw04Y0Fc,Veracifier,1088.0,News & Politics,113.0,96500,4.34,216,823,20
89,13YOGHzzoMA,360Gamerz,1117.0,Sports,594.0,83803,4.81,185,232,14
90,16s-pJs69UU,Naimahdancer,476.0,Entertainment,215.0,111214,4.62,339,118,20
91,kHKefMuCqlk,minidaul,386.0,Sports,222.0,826140,4.63,772,651,20
92,1A1thQqUvAI,colleenblueblue,479.0,Music,289.0,48360,4.75,44,18,20
93,awVJCNMw1To,JessCLevengood,1004.0,Music,367.0,71376,4.83,207,253,14
94,FJETon8XRxY,ped666,490.0,Music,209.0,105878,4.71,307,183,20
95,3t8GdtYdRk0,HalfaZoul,675.0,Music,120.0,2657650,4.48,3552,2714,14
96,o5t3PwKccOo,EEntertainmentTV,447.0,Entertainment,200.0,140901,4.84,297,130,14
97,ype6Hw_Hmjo,25thNovember1970,1006.0,Music,306.0,14332,4.92,60,46,20
98,ylzerQfIMn4,mrpregnant,511.0,Comedy,240.0,92079,4.25,528,384,14
99,2sigtR16STI,mrpregnant,592.0,Comedy,202.0,174514,2.84,842,602,20
100,uAZ7Cop0t8U,mrpregnant,890.0,Comedy,144.0,30395,4.09,440,719,20
101,im7IorDZ9uY,mrpregnant,507.0,Comedy,294.0,442233,4.56,2793,1930,14
102,tVFUWgWyEtE,mrpregnant,0.0, UNA ,179.0,19624,4.26,174,147,0
103,#NAME?,mrpregnant,585.0,Comedy,317.0,54841,4.17,492,355,20
104,GJZL0XVUnRE,mrpregnant,1102.0,Comedy,186.0,12615,4.39,257,200,20
105,O27r2zYVIhw,mrpregnant,0.0, UNA ,300.0,87835,3.53,680,251,0
106,ha0gjt-r2Tc,mrpregnant,509.0,Comedy,313.0,33427,4.55,614,324,20
107,bzVy77JZX9U,mrpregnant,1077.0,Comedy,256.0,126333,4.08,675,1450,20
108,i-QTc3V4PEY,mrpregnant,505.0,Comedy,69.0,12683,4.28,252,44,20
109,qkrvYnNpQm4,mrpregnant,541.0,Comedy,932.0,160465,4.54,1294,2011,20
110,vK4zrqp1yS8,mrpregnant,763.0,Comedy,419.0,200489,4.18,1391,1615,20
111,utegCEv4qkw,mrpregnant,554.0,Comedy,300.0,15817,3.94,241,280,0
112,ffOY69kjeSU,breLloydvrnsst,1135.0,Comedy,45.0,387,1.3,53,22,20
113,yp-i6L_NRPM,AndaleTheGreat41,1135.0,Comedy,14.0,221,1.56,32,7,20
114,wUsG23QyaCk,davoodnpussy,1135.0,Comedy,47.0,251,1.47,51,19,20
115,mRHGKGRlz-Q,JamesNintendoNerd,1099.0,Comedy,57.0,195618,4.86,2469,1581,20
116,wKXAEVO4htE,arthurhapsody,870.0,Entertainment,425.0,29972,4.77,214,107,20
117,HUOHibEbzHE,Jirron,845.0,Music,111.0,86731,4.69,447,290,14
118,4RqiI4JdGJE,JamesNintendoNerd,1071.0,Comedy,37.0,127743,4.77,1235,785,20
119,LW78tWxjdPA,JamesNintendoNerd,1114.0,Comedy,54.0,92279,4.87,1446,746,14
120,Np2JTCX6H40,MasterOfCards,884.0,Entertainment,200.0,75198,4.48,631,571,20
121,h2maEE7yodQ,JamesNintendoNerd,1009.0,Entertainment,205.0,168148,4.81,2290,1465,14
122,p3KqyCDaH28,fabsbento,1123.0,Comedy,545.0,949,5.0,8,5,20
123,y_2jJS_BAh8,DukeNukem3DO,1029.0,Entertainment,324.0,7895,3.86,90,65,20
124,cRT3tV9VdbU,cloud8745,1121.0,People & Blogs,508.0,6378,4.62,253,131,20
125,i-6IDRAFUtw,UL05ST,1055.0,Music,172.0,4483,4.35,20,19,20
126,S-6sdlftpv8,DinnerItBurns,1067.0,Comedy,595.0,5399,4.6,72,55,20
127,K8OVhweDZKA,webjunkpoop,910.0,Comedy,399.0,20256,4.34,111,83,20
128,E7OKDwX4Auw,JamesNintendoNerd,969.0,Comedy,706.0,175886,4.74,2989,1014,20
129,kGpviK7Lu20,vegeta273,876.0,Comedy,419.0,21913,4.64,182,153,20
130,td00Xk6uUD8,vegeta273,906.0,Comedy,414.0,10347,4.73,108,98,20
131,muaTrM7Ouxw,SonicXisnow2009,1095.0,Entertainment,597.0,736,5.0,4,2,20
132,yYc9bk2muyw,devttt,1135.0,News & Politics,407.0,392,4.07,30,10,14
133,F76IkRohiow,2008freetibet,1131.0,News & Politics,131.0,1853,3.53,36,23,20
135,h8FMNtTw24o,cmforum,1127.0,News & Politics,178.0,19946,4.75,434,276,14
136,TR-ekaXzaWA,Tibetan72,1135.0,News & Politics,407.0,100,4.64,11,4,20
137,Oi0NB6ENnF4,journeymanpictures,996.0,News & Politics,1044.0,1856,3.11,19,17,20
138,huVb7FH87Wk,mayyoubekind,1132.0,News & Politics,433.0,807,1.7,40,23,20
139,vv7jdRswKSM,sonamsam23,1127.0,News & Politics,250.0,1420,3.33,12,15,20
140,ou_b4qq1REU,kgb23lyc,1119.0,News & Politics,64.0,1362,3.5,8,13,20
141,oG21V-JwWYs,UTEEngineer,1128.0,News & Politics,579.0,25430,4.27,494,596,14
142,uqoRF9bu8VI,squishydemon,1127.0,News & Politics,46.0,1021,3.0,4,16,20
143,uzv-gkiSjEk,TAIYOWHALE,1124.0,News & Politics,156.0,20435,3.99,78,389,20
144,xwGX5Fx7o8E,HHK17,1133.0,News & Politics,599.0,211,3.33,12,14,20
145,#NAME?,sonamsam23,1127.0,News & Politics,122.0,634,3.8,10,14,20
146,EjN3bdvKGiw,NewsRevue,1127.0,News & Politics,149.0,1458,3.0,7,33,20
147,pcfQ8GA063c,jijtube,1124.0,News & Politics,130.0,33998,3.72,129,671,14
148,qB_YqEk15e0,bharatamata,1126.0,News & Politics,129.0,4123,2.82,101,245,20
152,O3SOfHiaLCc,FreeWingz,538.0,Comedy,414.0,1263,4.2,50,58,20
153,sHwAB4RokrA,agentsmith21,772.0,Music,241.0,331,4.67,9,19,0
154,PHf2g_4TyDY,Bigbrando99,998.0,Sports,131.0,4052,4.64,22,22,20
155,DlEgO89LiIw,live2bshiv,970.0,Comedy,140.0,189,1.0,1,0,0
156,o3eBdSlQIp4,chaseemery,975.0,Music,282.0,1346,4.67,12,10,0
157,xQv4K2rO0O0,mrules45,962.0,Entertainment,43.0,600,2.25,12,12,20
158,bIP1V1u2q-E,bucksdotcom,1052.0,Sports,85.0,9191,5.0,19,16,20
159,Y9LbqKVTXMo,seeso,1004.0,Music,166.0,7001,4.88,203,245,0
160,iqHVh0D4e7M,AssociatedPress,1120.0,News & Politics,82.0,9092,3.71,7,26,0
161,zokUPp_nj_c,ksalinda,707.0,Sports,68.0,8630,5.0,6,29,20
162,16D4DCduxVA,kOrOne79,842.0,Sports,346.0,10713,4.74,42,13,20
163,Rv7tbFPXXmU,newzjim,706.0,Sports,309.0,47106,3.85,60,591,20
164,fUCguV4V6HY,PrestonV20,628.0,Sports,119.0,50110,4.07,54,34,20
165,E9gUcbDcd7E,elgroxo,744.0,Comedy,268.0,268631,4.51,926,1004,20
166,ZYryffNvDaU,puprock2975,986.0,Sports,478.0,7853,5.0,22,21,0
167,AkYFKuGJEsE,puprock2975,987.0,Sports,460.0,5734,5.0,19,12,20
168,l6-J82_3utA,1EDmanLV,1122.0,Sports,58.0,2896,5.0,4,10,20
169,GAce3GwmyLg,Brooky217,497.0,Music,90.0,3632,4.18,11,5,0
170,Zs4H9Itl40c,dinxbeau,1104.0,Sports,150.0,7962,5.0,12,28,20
171,R08Nxax_jsM,xeenslayer,1045.0,Entertainment,513.0,1040,4.17,6,8,0
172,qhAnSGeTpz4,iRespond2U,1135.0,Comedy,80.0,210,1.67,12,48,20
173,mqgY3vx6DCM,1mResponder,1135.0,Comedy,54.0,224,1.8,5,14,20
174,rfwt5veVXEk,supermac18,843.0,Comedy,66.0,714699,4.54,1671,2828,20
175,4ira1eUOQGY,supermac18,851.0,Comedy,106.0,1714836,4.75,5477,8748,20
176,RDIIzmusYi0,supermac18,794.0,Comedy,33.0,366065,4.47,721,1289,20
177,hYbyDY790nM,supermac18,855.0,Comedy,94.0,481660,4.62,1219,2004,20
178,0TeHUtyNqDI,supermac18,1048.0,Comedy,180.0,254111,4.48,1444,2702,20
179,WmyeEX3FG9U,supermac18,922.0,Comedy,182.0,218052,4.63,1012,1929,20
180,WM1yqH5dBj4,supermac18,1092.0,Comedy,184.0,72844,4.63,643,1334,20
181,G6XenDuiyvE,supermac18,809.0,Comedy,73.0,223533,4.74,607,938,20
182,FqvAqb6UyqE,supermac18,862.0,Comedy,82.0,440797,4.59,1331,2777,20
183,zzlDKaXAIgE,supermac18,942.0,Comedy,240.0,181663,4.6,869,1478,20
184,9MdXdTSwfX4,supermac18,825.0,Comedy,76.0,401454,4.38,955,1810,20
185,1cSnEPsPr5Q,supermac18,1054.0,People & Blogs,69.0,93061,4.48,320,717,20
186,25CpF-Wudms,supermac18,794.0,Comedy,37.0,399838,4.52,872,1386,20
187,dzslyDdYnRI,supermac18,805.0,Comedy,113.0,338457,4.55,902,1228,20
188,eYfedzk27zQ,supermac18,863.0,Comedy,86.0,192080,4.65,636,1052,20
189,LBTKkAgRkYU,supermac18,844.0,Comedy,63.0,82734,4.58,206,308,20
190,tTy__qMSoR8,supermac18,796.0,Comedy,55.0,63544,4.62,158,219,20
191,lpSTTtV8_Ms,supermac18,859.0,Comedy,86.0,166754,4.47,375,571,20
192,zzCUvBWsgCk,Starsxx21,897.0,People & Blogs,218.0,146453,4.43,182,215,20
193,wF8rPPpmAQc,mileyroxmyworld4ever,879.0,Music,300.0,72416,4.7,182,127,14
194,IU78CciLDh8,Hedda1996,1084.0,Music,205.0,1071,5.0,2,7,20
195,4z31fXh-UEY,0sonalika0,965.0,Entertainment,256.0,752,5.0,2,5,20
196,FurZU6V3Uws,lovelifetilldeath,1092.0,Music,196.0,296,0.0,0,1,20
197,h_8gsd8IT7Y,r4ndybp,983.0,Music,214.0,11215,4.99,67,28,20
198,WlEyuOZ0ZWM,BillabongNL,1097.0,Music,224.0,5431,3.67,6,49,20
199,eEe3p87b-xw,asianarmy,864.0,Music,116.0,23125,4.62,37,38,20
200,nPEOr55j0Fs,kat12923,1010.0,Music,194.0,5915,5.0,84,24,20
201,fBPaEZ84uJk,qtpiecoco7,941.0,Music,228.0,5617,4.88,8,11,0
202,f9_yEORBJK0,HannahMileyFanatic,998.0,Music,179.0,6188,5.0,10,20,20
203,OTYqs0EHRIE,shabba57,1071.0,Entertainment,97.0,2359,3.9,10,18,20
204,tNcrmKYGE3k,RoisFan,881.0,Music,216.0,30792,4.77,56,24,20
205,7vVbX2---rQ,IEatDogs342,1042.0,Music,218.0,2008,4.6,15,7,20
206,V7xMLOHYPbA,kat12923,1008.0,Music,219.0,52314,4.83,221,320,20
207,WH56yJudnGs,drexiel8,1040.0,Music,224.0,978,4.0,9,6,20
208,KRLGnK8Yn9c,715gilmoregirlsfan,1077.0,Music,213.0,716,3.0,4,6,20
209,wxiYTV6FG9g,mileyfan98,1086.0,Entertainment,218.0,1562,4.0,5,9,20
210,CFCMSW_SsPY,ChristerD93,863.0,Music,214.0,6438,4.44,27,20,20
211,LO_5wisNs5M,xZashleyFanx,1035.0,Music,214.0,1902,5.0,8,6,20
212,-17Zbw0e6zs,RosetylerProductions,1061.0,Entertainment,100.0,2198,5.0,13,69,20
213,VeGFjTGG7A0,JexL92,962.0,Entertainment,126.0,5689,3.5,6,8,20
214,pyD1kaXW2eI,Madrosed,1109.0,People & Blogs,428.0,2475,4.44,34,39,20
215,WNn0ZMEPmD0,stemcellfilms,972.0,Film & Animation,166.0,498,3.5,10,6,0
216,I_vG88ofWk0,XL0v3Dx4l0tX,1129.0,Film & Animation,214.0,346,5.0,17,15,20
217,GfHs7xrPRsE,MrsxDeanxWinchesterx,1104.0,Film & Animation,286.0,370,5.0,8,8,0
218,k42l5NGDG94,suchiha13,964.0,Music,250.0,568,4.59,22,16,0
219,p4XI4_K35pY,lions22rule,1109.0,Film & Animation,221.0,257,5.0,3,2,0
220,5_-UZDCsv2M,Ketsuekiko,1057.0,Film & Animation,401.0,1011,4.94,35,25,0
221,wfaCPvwPJCM,lions22rule,1114.0,Film & Animation,185.0,386,5.0,3,3,0
222,JbJpzHhPZKU,Avatargurl649,1049.0,Film & Animation,109.0,2561,4.71,52,51,20
223,GiEVh41zRP0,ThomsonFinancial,1053.0,News & Politics,81.0,98,0.0,0,0,0
224,M2UdaF_h0ys,Big100000,1120.0,Music,24.0,84,0.0,0,1,0
225,gsFyNxoF5fc,suchiha13,961.0,Music,183.0,1152,4.76,25,17,20
226,1DZLOPnkrJo,UFlibraries,1107.0,Education,496.0,998,5.0,1,1,20
227,Hn8YhLPdzI8,PimpMyChocobo,1114.0,Film & Animation,238.0,375,5.0,17,13,20
228,dzgdGCQCRk8,super5lady95,1130.0,Film & Animation,248.0,276,4.75,20,11,20
229,oKPAgGdh4Jw,xMimiko,1118.0,Film & Animation,231.0,1078,4.93,58,30,20
230,6KdIGOXexWY,xMimiko,1110.0,Film & Animation,181.0,2177,4.91,186,104,20
231,HLAdLQ78LjU,McLiga4,877.0,News & Politics,636.0,11933,4.52,21,47,20
233,osbHXixhXqQ,puebloplug,1135.0,Science & Technology,88.0,1438,4.06,18,13,12
234,MwO_F-pC9R0,davidisbetterthenyou,1135.0,Science & Technology,22.0,445,1.73,11,6,12
235,HYF5FF7rAoo,batermaster77,0.0, UNA ,118.0,1156,4.2,5,3,0
236,jktvihVzj9U,davoodnpussy,1135.0,Science & Technology,77.0,246,2.25,4,7,8
237,5LhI5Z11Tlo,HadassaCraigdspwkj,1135.0,Film & Animation,199.0,844,1.12,8,7,20
238,RBQoWgXepa4,mistermashup,961.0,Science & Technology,62.0,2655,4.5,14,8,20
239,BJss1OA_ESY,fuzzishaq,1136.0,Science & Technology,191.0,132,0.0,0,0,12
240,q6e7Jaz4FOc,mistermashup,1030.0,Education,461.0,1003,3.83,6,1,14
241,xsG2hccZPl4,mistermashup,968.0,News & Politics,245.0,914,5.0,7,4,14
242,OwqFoljnZ-w,mistermashup,1029.0,Comedy,134.0,1010,5.0,5,4,8
243,QCDeE-OYhn8,mistermashup,981.0,News & Politics,205.0,763,5.0,1,3,20
244,3o0X5yz1IaY,MovieMaker987,838.0,Howto & Style,124.0,17232,0.0,0,0,20
245,uAsO8hLcPu4,jddj111,1062.0,Entertainment,91.0,2013,3.79,19,28,20
246,Vxt5ajpjxSs,Naz18h,994.0,Entertainment,200.0,24145,2.7,10,8,20
247,ddpiGvL8uZA,StormProductionzZ,1120.0,Education,54.0,147,0.0,0,0,20
248,myASNrZtjX4,gilmar406,870.0,People & Blogs,93.0,342,3.0,2,0,20
249,74tzG-Fj9pU,aradroxar,1024.0,Howto & Style,79.0,186,3.0,2,1,20
250,oswQDEgzBvA,IrustyshacklefordI,1062.0,Entertainment,176.0,2176,3.56,9,9,20
251,OnYQph0xQjk,CoastermanTB,1092.0,People & Blogs,443.0,340,4.8,5,9,20
252,6zAi1rcchrs,CoastermanTB,1093.0,People & Blogs,479.0,2292,2.72,18,28,0
253,yAO8RB1zGRA,thisisisaac,1042.0,Howto & Style,44.0,72,0.0,0,1,0
254,iZYqAomoHYA,JohnMoylanIV,1089.0,Howto & Style,196.0,314,5.0,1,5,20
255,oNeC28mhU1o,dazmondo007,1041.0,Howto & Style,40.0,194,5.0,2,2,0
256,nZUQTqatZRE,IrustyshacklefordI,1068.0,Comedy,59.0,7797,5.0,21,16,20
257,kgYdkamOUdc,djluckyluck,1133.0,Howto & Style,96.0,95,1.0,1,1,20
258,mYAeAMYVjRs,PL4YB3Y0ND,1017.0,Howto & Style,66.0,2979,3.0,4,15,20
259,ixkgYWijITQ,dchhat007,1135.0,Entertainment,309.0,41,0.0,0,0,20
260,pwutYAzbOJI,10cutie10,1117.0,Entertainment,92.0,59,0.0,0,0,0
261,s7GgjGj6pO8,dantheman8679,1096.0,Howto & Style,39.0,84,0.0,0,0,0
262,nxg3ZXT1v2M,BTNH420,1084.0,Entertainment,176.0,340,0.0,0,1,14
263,Z7_bd9YdCMM,kitesurffreak,968.0,Howto & Style,124.0,303,1.0,1,0,0
264,92KZt9gYqZk,DaniiDeanwnsyuv,1135.0,Music,243.0,35163,4.68,192,240,20
265,vONuoewjesY,mudcap16,1134.0,Music,133.0,9649,4.8,55,52,14
266,hTj6ieUXcU8,sora99252,1134.0,Entertainment,295.0,6801,4.7,43,22,20
268,9IwLGLdU4II,9224221550,1135.0,People & Blogs,77.0,1101,5.0,6,2,20
269,RLgOxur7dBw,DaniiDeanwnsyuv,1135.0,Music,238.0,4423,4.62,21,18,14
270,QeLRteOgxeU,MuzicIdol,1134.0,Music,498.0,20898,4.88,147,114,14
271,7-Trlse6B9g,haircubedspray,1134.0,People & Blogs,84.0,665,5.0,1,0,20
272,3jUT5KXh5es,jjfridge,1134.0,Entertainment,124.0,1048,4.75,4,0,14
273,B7qcTm5fHRc,RadioKalin,1134.0,Entertainment,129.0,3699,4.76,21,24,14
274,o2-vlyNPaYI,SouljaBoi900,1135.0,Music,288.0,799,3.67,3,2,20
276,LumtG_iXdjA,60543,1136.0,Music,266.0,215,3.0,2,3,20
277,aetA__BXplg,heatherturnbow,1134.0,Entertainment,235.0,17840,4.35,48,51,20
278,zv4spX-VBak,LynBowenaboj,1135.0,Entertainment,243.0,902,0.0,0,1,20
279,Oct5i7Tvk94,scottcacciatore1,1135.0,Entertainment,236.0,238,0.0,0,0,14
280,JfD6KbvJDsc,momrocks2,1135.0,Entertainment,128.0,250,3.0,1,1,20
281,16F76Li-w_E,ringtones1221,1135.0,Music,236.0,1249,5.0,3,5,20
282,dwSsJPoyEAA,callieReevesyvar,1135.0,People & Blogs,189.0,147,2.0,4,4,20
283,L4DICgyB6JE,SanarioSan,620.0,Film & Animation,502.0,758085,4.68,986,792,14
284,h5N-Pk-5ekc,thuylinh511,511.0,Film & Animation,72.0,223040,4.62,338,321,14
285,7nIiTqcYMyg,dreamcortex,561.0,Film & Animation,153.0,704458,4.72,805,529,14
286,JFBHPbEtfqA,SpaceGhost2K,316.0,Entertainment,178.0,452836,4.6,898,478,14
287,lfQ5I2FEFZo,mizuchilondon,745.0,People & Blogs,317.0,199448,4.57,212,342,14
288,YluDS-6LoB4,agerbeek,332.0,Film & Animation,140.0,355886,4.41,648,550,14
289,aIr1_n1bRAY,SanrioCinnamon,669.0,Entertainment,67.0,386851,4.46,413,339,14
290,wUurtulXrnI,karenkong99,611.0,Music,221.0,212093,4.52,252,159,20
291,0TQSMkXuZFs,simple4chi,986.0,Music,186.0,19132,4.25,16,8,14
292,LhcTuuAQeig,tempusmaster,286.0,People & Blogs,78.0,185845,4.59,206,236,20
293,n6nBHKz30UQ,xiaoqiann,798.0,Entertainment,120.0,72349,4.78,121,167,20
294,Du36up8CB04,hellokittyfanchelly,614.0,Entertainment,60.0,86084,4.66,107,78,20
295,eV71mpbvl-g,youryouyou,823.0,Pets & Animals,26.0,4316138,4.78,9424,8592,14
296,nqU2obMOz0M,EmplehProductions,586.0,Comedy,763.0,2057,4.89,18,4,0
297,IfipxOAvjcw,sailormoonstars90,649.0,Film & Animation,29.0,30825,4.45,20,7,14
298,DBaaMNnewnE,hknetmart2,844.0,Entertainment,134.0,59913,4.59,70,158,14
299,S00MI_yPXXY,hellokittymuseum,438.0,People & Blogs,35.0,57702,4.45,65,61,20
300,J_nPoOckOZs,gdrmsp,855.0,People & Blogs,189.0,31381,3.26,19,14,20
301,sXPi6Fjmhi0,ChibiKiba,464.0,Music,60.0,192917,4.39,145,74,20
