,VID_ID,UPLOADER,INT_AFT_EST(m),CATEGORY,LENGTH(m),NO_OF_VIEWS,RATINGS(/5),NO_OF_RATS,NO_OF_COMS,REL_VID_ID,POPULARITY
842,6iIZ0C89VvQ,JenAnistonRockz,1028.0,Entertainment,276.0,745.0,5.0,5.0,1.0,"['6iIZ0C89VvQ', 'JenAnistonRockz', 1028.0, 'Entertainment', 276.0, 745.0, 5.0, 5.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.7247081712062258
1652,EHsfm7hqdIA,YouKnowItsWorthIt,1132.0,People & Blogs,513.0,64.0,5.0,3.0,1.0,"['EHsfm7hqdIA', 'YouKnowItsWorthIt', 1132.0, 'People & Blogs', 513.0, 64.0, 5.0, 3.0, 1.0, 'dnX_ljT7krU', 'Hh6Bg3Rx2u8', 'tP5O4qnfK5k', 'RNdm2PwxeRc', 'LkwdS-0ZNMU', 'w8lixRcCzHw', '9YN_KhxZZ6I', '#NAME?', 'KLlPvUlHlG0', 'HGM3epTX8V8', 'KPkvoQf7ekw', 'HXnBYfkd4XQ', 'RI9Wu6Ltd7s', 'WlDw7Z4vKHE', 'kFxx5bliNvQ', 'QPWh24YQ1go', 'l95MMbls0GQ', 'o5dgh3OKWbs', 'rum-eGQdNd0', 'Hs8mblcgTsk']",2.7232037691401647
668,xXORtE4UBrU,imanim58,1133.0,People & Blogs,8.0,248.0,1.0,2.0,2.0,"['xXORtE4UBrU', 'imanim58', 1133.0, 'People & Blogs', 8.0, 248.0, 1.0, 2.0, 2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.7188879082082966
1878,qjCelpybOok,Heftye,762.0,Entertainment,58.0,712.0,2.33,3.0,1.0,"['qjCelpybOok', 'Heftye', 762.0, 'Entertainment', 58.0, 712.0, 2.33, 3.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.711049868766404
483,Bxrf90orhNE,swimmerfun1,1133.0,Comedy,155.0,803.0,2.0,1.0,0.0,"['Bxrf90orhNE', 'swimmerfun1', 1133.0, 'Comedy', 155.0, 803.0, 2.0, 1.0, 0.0, '3qDlI9maRlY', 'uQp-9fnynk8', '0oiT_rOG8Gg', 's37uL0VzvkM', '-1kjlb8w4v4', 'qX4joh8YOzo', 'ikNdKRyovsU', 'CVO-NRBoNzo', '4ub13xplwyo', '8rvk5FgiOcs', 'bqbBQz1R1Lo', 'AOmpDDGzQI8', 'YNqC7w1TdcY', 'W5hLSdNfWYg', 'zFrOKL9DNEQ', '_NKfU94dDGA', 'lpymXbCiNIk', 'U0fTD_Fqd58', 'jAs1CY0e3Ts', '#NAME?']",2.70873786407767
3082,4odzrZHgsKI,theevang1,1121.0,People & Blogs,219.0,509.0,5.0,4.0,1.0,"['4odzrZHgsKI', 'theevang1', 1121.0, 'People & Blogs', 219.0, 509.0, 5.0, 4.0, 1.0, 'IVsdOeUFce4', 'lgxU8UbQqy0', 'FFHmY6FwKcw', '2tf68iX0wXg', 'hB92X7DIzvc', 'kXwpj-m4jx0', 'u4LpiT6FuHM', 'xMsTn2Dw9fQ', 'olbbgBO7g2Y', 'Dx7mvlI4W0c', 'cj2bG8KGEmU', 'cvd-OyHm9lE', 'O0nYg9kR4TE', 'JnY8pLz8Oew', nan, nan, nan, nan, nan, nan]",2.704058876003568
3519,Za0bJiONMd4,StarsxinxmyxEyes,437.0,Music,237.0,868.0,5.0,7.0,0.0,"['Za0bJiONMd4', 'StarsxinxmyxEyes', 437.0, 'Music', 237.0, 868.0, 5.0, 7.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.7005557371690094
3602,WUubKNgopvc,iowholiday,551.0,People & Blogs,96.0,110.0,5.0,2.0,0.0,"['WUubKNgopvc', 'iowholiday', 551.0, 'People & Blogs', 96.0, 110.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.6996370235934664
957,d4FTxpyoKYE,pipsipirate,1135.0,People & Blogs,232.0,37.0,5.0,3.0,1.0,"['d4FTxpyoKYE', 'pipsipirate', 1135.0, 'People & Blogs', 232.0, 37.0, 5.0, 3.0, 1.0, 'fsFVt7Dvb94', 'qwKbSEUhGV0', 'Ji3vFZxURmU', 'tGTSrW_c3Ns', 'oK2ZqcPFNqc', 'lnEilBe_SPI', 'w4DInKDK4Xk', 'HIqMNrKsAJY', 'heLVQctsr-4', 'SvxMPBXjPEU', '7ZCe-0H9O1Q', 'sGczjRBhAiE', 'xiKlWy722vM', 'FWM1iwk_MnQ', 'npXOitRKihk', 'lYpZBtlr9As', 'JoMIp2qAKIc', 'kaBQb4-6y3I', 'uqM966sDhyM', 'oJL72gJnq14']",2.699265785609398
3509,hmMqUJiwE0Q,Inuyasha659,982.0,Music,238.0,190.0,5.0,2.0,0.0,"['hmMqUJiwE0Q', 'Inuyasha659', 982.0, 'Music', 238.0, 190.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.6934826883910388
249,74tzG-Fj9pU,aradroxar,1024.0,Howto & Style,79.0,186.0,3.0,2.0,1.0,"['74tzG-Fj9pU', 'aradroxar', 1024.0, 'Howto & Style', 79.0, 186.0, 3.0, 2.0, 1.0, 'p4gs4jQQlOQ', 'bMObKPZw_5o', 'eEbpGFfPaL0', '23CyXUBl6L4', 'pfCWLTv6_CI', 'vsPlDujGxfo', 'kn9hbgkPErk', 'Mb28xSMQ2S4', 'TSnpIDyit-o', 'Ah1dH5mgu00', 'uu68x-YgvqE', 'mupiFG9kL1Q', 'st6FgSCHEyo', 'K8i-s4SFUjI', 'uAsO8hLcPu4', '3Ws3aKe0PMQ', 'I0RS-1X93yY', 'ElU3CSPaz6w', 'xYHEImNkOwc', 'WR1UkrO0V_k']",2.681640625
3078,O0nYg9kR4TE,theevang1,1106.0,People & Blogs,472.0,1167.0,5.0,8.0,1.0,"['O0nYg9kR4TE', 'theevang1', 1106.0, 'People & Blogs', 472.0, 1167.0, 5.0, 8.0, 1.0, 'NqfWG7_pSC0', 'l_DBorMF5gQ', 'cvd-OyHm9lE', 'OVrqKQ54_hI', 'LEP0oIRzLS4', '6lSLgFC23IQ', 'HZt6GXe89qY', 'f7flzejm104', 'FFHmY6FwKcw', '3KixKoCX7Pk', '0EPbRfu_Ztk', 'UVqu7s0JZTI', 'JnY8pLz8Oew', 'HykclHKdWhk', 'LzrFXw-IXjA', 'xMsTn2Dw9fQ', 'u4LpiT6FuHM', 'nGcOTW1khDo', 'ZRvRHsGQnjs', 'Q44BgIOhTus']",2.6801537070524413
525,MDJ9D6Z4HGk,techguy42,1109.0,Music,119.0,754.0,4.0,4.0,1.0,"['MDJ9D6Z4HGk', 'techguy42', 1109.0, 'Music', 119.0, 754.0, 4.0, 4.0, 1.0, 'RHLVP7qAZIE', 'tMmSqV_GInc', 'hIW51FnCjXw', '96TjRHxbbzA', 'c5mTmeXc5eA', 'zhN70U_sUcs', '9ovOzU5k_sE', 'xzxR_HD60D4', 'M9XqZ_K9dvI', '0cKzDbleFt4', 'XQNHXgWoHyc', 'A_IfWo9Sl5I', '6aG4VfN4BHI', 'MHFDIXxVB08', '#NAME?', 'CenZ8qhU6Mk', 'YxSViZh9lu4', 'OcHQiL_PyrQ', 'REqZWcXNo_4', 'mIVTusDxKiE']",2.679891794409378
808,DnmO7U92DrY,op13htv,1134.0,Autos & Vehicles,595.0,203.0,5.0,2.0,0.0,"['DnmO7U92DrY', 'op13htv', 1134.0, 'Autos & Vehicles', 595.0, 203.0, 5.0, 2.0, 0.0, 'HveqGQrcYU8', 'Nn0ta8pmfgU', 'hsS9IdHIZ-4', '3HXKqvR3PyE', '3GPH4ElAvTQ', 'ERexUOZim9k', 'ehjea6RSW44', 'Ba3S-cmBISY', 'Phheh966jVA', 'fCiot8sFvds', 'QHS0hwomQTQ', 'OoomZSLB_8c', 'lKKg3RLgA2o', 'enBZuDWL1rM', '6ilzWog0HNM', 'b-UaJMgq8Dw', 'UErb60qDBRo', 'lzIHu2GmcW8', 'NmqPP-YOjRE', 'Nsfe_iElFmk']",2.6790123456790123
1282,IoooP-eyeic,kushtv,996.0,Sports,252.0,922.0,3.0,4.0,1.0,"['IoooP-eyeic', 'kushtv', 996.0, 'Sports', 252.0, 922.0, 3.0, 4.0, 1.0, 'C6-c6F_sMXQ', '70mlGW43hiQ', 'ScTQgymF858', 'nB-i8_Glhmg', 'gsQcSQmad5w', 'RcHX4fKc4KU', 'Sz8dXWJHCLA', 'QlaIhhVyvHQ', '1NM-NfvLPAs', 'c0wePmYyjX0', 'Tzxui2-Wzi4', 'GNhXIy7WLWI', 'FO4cxaCufvU', '2KcVD1GUVeM', 'TfSk0qMibso', 'Wcpacy472a8', 'degHabvOFqs', '1LqA9A4CoxM', 'SH_sbiFTl5k', 'APO5sIi2Cas']",2.67570281124498
2584,zOEBWQg2wGM,TheTradingAuthority,931.0,Howto & Style,555.0,1035.0,4.67,3.0,0.0,"['zOEBWQg2wGM', 'TheTradingAuthority', 931.0, 'Howto & Style', 555.0, 1035.0, 4.67, 3.0, 0.0, 'BFwUiOfuGPk', 'QlIp8-Ktk7I', 'pP_J22-IKQ8', 'XVPqH29wzVE', '6jROrdBPGos', 'kPI3jsko48Q', 'Tw9eGDxQJok', 'qFF1PXl1y3w', 'ZewJ321Qp-c', 'l5T9QtzxPwE', 'WL6KFn7flSQ', '3CvqboRiw7E', '4hfV_QtN6hI', 'buZahX5sMo0', 'Rdvv3yLbL18', 'uFOH7fs-Q7g', 'oZcQqMRFVMQ', 'N2lRGbTkIws', '#NAME?', '93cErAqdz98']",2.6683745076978163
903,O6j3jQYm_fc,rhyshuw1,1033.0,Travel & Events,73.0,173.0,5.0,2.0,0.0,"['O6j3jQYm_fc', 'rhyshuw1', 1033.0, 'Travel & Events', 73.0, 173.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.6674733785091966
1913,h-v_fVyOtfo,TheUndercatCompany,1029.0,Film & Animation,450.0,743.0,3.75,4.0,1.0,"['h-v_fVyOtfo', 'TheUndercatCompany', 1029.0, 'Film & Animation', 450.0, 743.0, 3.75, 4.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.6595602526724975
1574,AU9-oXhjDP8,tokiohotelth4832,1066.0,Music,326.0,879.0,5.0,6.0,1.0,"['AU9-oXhjDP8', 'tokiohotelth4832', 1066.0, 'Music', 326.0, 879.0, 5.0, 6.0, 1.0, 'pOdH0IBZ6So', 'KCKlBVNygdA', 'HNdCBxCJt1A', 'BU6BB6pKEno', 'YLbapw-m0Ug', '3Tu3k1V2V04', 'cMcI-gl2ov0', 'SjsCUs16Xsk', 'r7XLva_nIzo', 'HaebdfZTtxQ', 'U1bwBTCn-TE', 'h8h0qS1vCwE', '34zSYeHHodM', 'RsUwnu9pGg0', 'pROamuH6LCU', 'F3sUae4VeBA', 'Vpi3Gq9GHdo', '3BMd0Gmq6zo', 'HzY_7nVw8jY', 'byM9Qk0w3vw']",2.6579111944965605
1540,SQViqXylCj4,jbkarenv,1135.0,Music,186.0,170.0,5.0,2.0,0.0,"['SQViqXylCj4', 'jbkarenv', 1135.0, 'Music', 186.0, 170.0, 5.0, 2.0, 0.0, 'CLEDJoGUbgE', 'grF934eZqMs', 'AMKYVr7fT4Y', 'G6SGwzsMZlw', 'oAdyimiHqNs', 'SgMeFJBJCYU', 'NdQgIVkMINc', 'I81YxPVU-lA', 'cCLosO7dQZo', 'DYfHf-BOLJQ', '3AvVLhmCoSs', '7yZmEneMKGI', 'REzohqPhGm4', 'hkDFfOat72E', 'jreHCHa0M9I', '6BWOdiTPJ10', 'MU30vyT9Ins', 'GxhAUkLWktM', 'lp3A2iTD2IY', 'GkD25TvSHqE']",2.649779735682819
3855,S2w71WtHlYw,atate,1023.0,Entertainment,235.0,2710.0,0.0,0.0,0.0,"['S2w71WtHlYw', 'atate', 1023.0, 'Entertainment', 235.0, 2710.0, 0.0, 0.0, 0.0, 'gp8PdoVa3_E', 'dEFMpa3f3Ws', '_FYckpLDJTk', 'JwlX3sj7tIM', '0VEuxf8rEB4', '8FX_NFOgQEU', '0yXK7q7yAqU', '3Z_bcLThKBk', 'Zyoucl2PCJQ', 'zXN2SHUNk6Y', 'QQoH2YyXjRM', 'E2uo8HG7z5g', 'xAkaYApcAbc', 'wB3yadLGjrw', '#NAME?', 'yhT__-x9Uyc', 'R3x9dEWRQCw', '#NAME?', 'zNKYNUQM0YY', 'TjZODnj3Q7s']",2.649071358748778
614,LBGgtRyKR84,jayrat77,1108.0,Howto & Style,295.0,704.0,4.0,4.0,1.0,"['LBGgtRyKR84', 'jayrat77', 1108.0, 'Howto & Style', 295.0, 704.0, 4.0, 4.0, 1.0, '3rKKNnZJfjE', 'cFel1Iycv-A', 'omzVG87fzOY', '0-0J9TwZeMc', 'AH_iA37JsWM', 'YhDDKDlXwWU', 'eZEBSYe0s54', '0rRGeQxmwXs', 'ztpnN_pxCQM', '_I_pNvnQ_hM', 'fgrC8XfrL18', 'l9asebwCoPY', '_t1mHsS8JMs', 'vpWEuOJQYYs', nan, nan, nan, nan, nan, nan]",2.6353790613718413
1607,DKrUwaQ-79Q,amazingxx3,1135.0,Music,359.0,151.0,5.0,2.0,0.0,"['DKrUwaQ-79Q', 'amazingxx3', 1135.0, 'Music', 359.0, 151.0, 5.0, 2.0, 0.0, 'SgMeFJBJCYU', 'G6SGwzsMZlw', 'vNEpfN-1T80', 'CLEDJoGUbgE', 'grF934eZqMs', 'oAdyimiHqNs', '7yZmEneMKGI', 'kFGXDH-3oyk', 'akZF6UNxsGM', 'cCLosO7dQZo', 'BsY5d6pA0r0', 'dbAw-sTuqhs', 'GBu7FKIaMFc', 'EkvX1CtnmiA', 'n71P0DjdYbM', 'GxhAUkLWktM', 'lGWugNQIv0o', 'O4iUHUOdw-M', 'qbjPX-5nPp8', 'GkD25TvSHqE']",2.6330396475770925
3521,5P9WsofiRdg,cbraulo,1062.0,People & Blogs,296.0,669.0,4.0,2.0,0.0,"['5P9WsofiRdg', 'cbraulo', 1062.0, 'People & Blogs', 296.0, 669.0, 4.0, 2.0, 0.0, 'hoS6cUNQlJ8', '9wMupSkYXDY', 'jdPpEJS4LZ0', '232Cp1g52tM', 'VtjPOA3N6cM', 'dBOo9ENrTwU', 'KLpnWZaxrfY', 'VDPQ0_u6XiE', 'O5HtobGN9Qo', 'WdWVQlRQM7U', '055liikZJyQ', 'R0O9FOedyIM', 'pnP9rp_Zl5s', '8i1XGdtBvCI', 'lCdLUKq0KN4', '0tqPtyUt2xs', '8CAafDrW6Ok', '1uyVHca7ppg', 'Fn1P_bwLiEw', '8ajOWCBucLc']",2.629943502824859
348,6nJKD-FcLwI,oneshot500,1131.0,People & Blogs,53.0,539.0,1.92,13.0,2.0,"['6nJKD-FcLwI', 'oneshot500', 1131.0, 'People & Blogs', 53.0, 539.0, 1.92, 13.0, 2.0, '9mlnrtRMa-M', 'ZvHX7k47upk', 'b-uVVtAPUI4', 'oTCVc7eZppk', 'cAxL-CRP8cQ', 'Z7n1gxjPW4g', 'pBEcRWylb7w', 'SL96SZFKnLY', 'JxJgMMHfe4Q', 'M0i-O510eCc', 'PlD1NCZRKRA', 'mbJ5bGx_THk', '3m1TKg6ZgAU', 'FcvMiK52zhg', 's7GgjGj6pO8', 'I4kEyszR0d4', '0dRuRE5Ewc0', 'Wck9EOCs4Lg', '62Azvsbv_2M', 'i9rTTzY6xVE']",2.624261715296198
1663,bhcHS0C5R3U,PIECEoutGIRLscout,1134.0,Comedy,24.0,135.0,5.0,2.0,0.0,"['bhcHS0C5R3U', 'PIECEoutGIRLscout', 1134.0, 'Comedy', 24.0, 135.0, 5.0, 2.0, 0.0, '25HYAK-5Hhk', 'xPV_DIt0pWw', 'B_L7z9jCbu4', '9q_5Lesnd_M', 'KHCNZw1OQ2M', 'GT_fSJFztPA', 'CurcG_mNaCc', 'h3GLEcwSvD4', 'q-sO-lcNx5E', 'uMUjJHxSLok', 't6CTzwgYauk', 'LcrTfKn9JAg', 'uk6Gfv-X4bg', 'VRzRR5GPdM0', 'sqj6WgN2iBQ', 'rE-Z2wE2wEg', 'n1HfSMeAFgo', 'HNuvvuh2P2k', 'u6TRuuKoPuA', 'v68tOOip9X8']",2.619047619047619
392,vXEWW2-VRIo,matt3568,1108.0,Comedy,361.0,131.0,3.0,2.0,1.0,"['vXEWW2-VRIo', 'matt3568', 1108.0, 'Comedy', 361.0, 131.0, 3.0, 2.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.618231046931408
240,q6e7Jaz4FOc,mistermashup,1030.0,Education,461.0,1003.0,3.83,6.0,1.0,"['q6e7Jaz4FOc', 'mistermashup', 1030.0, 'Education', 461.0, 1003.0, 3.83, 6.0, 1.0, 'OwqFoljnZ-w', '785a0Izhfsk', 'sKIeQT9eYJc', 'xsG2hccZPl4', 'Wj-nJjfnRyI', 'RBQoWgXepa4', 'iLV1AactdR4', 'QCDeE-OYhn8', 'ckGfhlZW0BY', 'K6n2gyIN0HE', 'qrylfbziuRg', 'jkaVt4rmH_w', 'XfzR_I9N15k', 'RWP_umWewrE', nan, nan, nan, nan, nan, nan]",2.6121197411003236
326,GrvhZBZ5n_k,bodybuildingcourse,1113.0,Howto & Style,116.0,1661.0,3.33,3.0,0.0,"['GrvhZBZ5n_k', 'bodybuildingcourse', 1113.0, 'Howto & Style', 116.0, 1661.0, 3.33, 3.0, 0.0, 'IIC3DuK7pVI', 'OvOYJMty6tg', 'UyNS8lYe19U', 'LBImqCGz2ZE', '6LNzWoNqTgE', '7gQH9Ykn0vc', 'P2dVEKJZOSg', 'J3LUrul8YKI', 'yOMHjAT5VZY', 'rU7sniHWPaU', 'W7T7y0Kk9y0', 'S8Ti3otIx7c', 'hoJroc93s-Q', 'gbvW0AHa0CE', 'fupWMl1soSo', 'UMY61LXgnxw', '_g50cz1U5no', 'Br72tl-5vUY', 'b3ktUdsopak', 'dSxwuQQ4mdU']",2.6023629829290207
1204,L5pE1my2U1o,gabrieleclub,1078.0,Film & Animation,87.0,1604.0,3.33,3.0,0.0,"['L5pE1my2U1o', 'gabrieleclub', 1078.0, 'Film & Animation', 87.0, 1604.0, 3.33, 3.0, 0.0, 'Ubqc6I1PynQ', 'vQES2huDXEk', 'U5VY0oFnxwE', 'rb_XDuoqROQ', 'RS_xeyKaji4', 'zHCi1sTzsM4', 'Nz8IVM7sDzc', '8ltSLe2ri-E', 'hfyL_mvVVAs', 'Z6YspsPQGmM', 'yGO9DJjv71w', 'RakGU7L46LQ', 'dfFZSwK8Vrc', 'Bw1YDvPpM5M', 'drWVsfmVACk', 'y5A6s8HJxFw', 'Wr2dehgQscU', 'q9KUP4aP-64', '3hAns-N7G14', 'niY_b-z0v9s']",2.5979406307977735
902,#NAME?,rhyshuw1,1024.0,Education,151.0,99.0,5.0,2.0,0.0,"['#NAME?', 'rhyshuw1', 1024.0, 'Education', 151.0, 99.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.5966796875
3246,sicRqLkjN28,pablosanz,1106.0,Music,599.0,103.0,5.0,2.0,0.0,"['sicRqLkjN28', 'pablosanz', 1106.0, 'Music', 599.0, 103.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.593128390596745
3954,NdHGEqazvt0,Syl1er,723.0,Entertainment,323.0,668.0,5.0,3.0,0.0,"['NdHGEqazvt0', 'Syl1er', 723.0, 'Entertainment', 323.0, 668.0, 5.0, 3.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.590594744121715
2728,UFmJOv-qBxg,mandyycandy,1101.0,Entertainment,264.0,98.0,3.0,2.0,1.0,"['UFmJOv-qBxg', 'mandyycandy', 1101.0, 'Entertainment', 264.0, 98.0, 3.0, 2.0, 1.0, 'ctqdUOENals', 'Xo71VgMQo2M', 'i81hTxNoq4M', 'ZtzJD2uB6zs', '2Ci7j7bZhHE', 'wpnrw2DSywU', 'AOGexxe-ry0', 'j2RCd9CMExc', '9-G8KQc-51Q', 'FBGzT7VIky4', 'yb28GMuWd4s', '7QJEsQzQQ0M', 'b_A660MYB6I', 'R0fYEWhEI1k', '_SNVT0lL45w', 'UIR5Wy4ZtMo', '9PGgkRUSlDY', 'Q64lhJd3_WU', 'GdOoIvua1lo', 'RlDOKwlafxQ']",2.589009990917348
729,1hBj2WF6YgQ,kristinawong,1031.0,People & Blogs,70.0,91.0,5.0,2.0,0.0,"['1hBj2WF6YgQ', 'kristinawong', 1031.0, 'People & Blogs', 70.0, 91.0, 5.0, 2.0, 0.0, 'wRALR1hdg-o', 'AmAbHEhnAEI', '5dCoMfhqyr8', 'khDJx3RWIbA', 'zozy7lreCCQ', 'v2Ku8NJGEWE', 'uYvVRnF1X2U', 'jFRuzpYTPhY', 'cOZTxkr4xq8', 'z4IpXdvUKBg', '#NAME?', '2SLejpUKFOo', 'OtRzf_ZcM0U', 'hBJhg90-wVg', 'wnzZM6Nf7Fo', '1f_5rxicyzc', '9LXf0YSk0GM', 'EdlS1uo9zxk', 'RTl8FMbEWTQ', 'TIMRAVWtydk']",2.5882638215324927
2643,66YoqHdIJgE,juan833blue,1060.0,Travel & Events,86.0,92.0,5.0,2.0,0.0,"['66YoqHdIJgE', 'juan833blue', 1060.0, 'Travel & Events', 86.0, 92.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.586792452830189
3057,xd1kn2bFpSM,RooserH3,1052.0,Entertainment,145.0,87.0,5.0,2.0,0.0,"['xd1kn2bFpSM', 'RooserH3', 1052.0, 'Entertainment', 145.0, 87.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.582699619771863
2460,hhcVM4NjQcQ,TexasPatriot56,1030.0,News & Politics,15.0,370.0,3.67,3.0,1.0,"['hhcVM4NjQcQ', 'TexasPatriot56', 1030.0, 'News & Politics', 15.0, 370.0, 3.67, 3.0, 1.0, 'Zbm4vFNapMI', 'icGrWZfaux8', 'o4p3giV27qk', 'STyEOzoUALI', 'h8imK6Y22ic', 'JZFGZBPNetk', 'WYqnC7CiFmA', 'bKrazuv1puI', 's5aRhcpzhuM', 'x9goO3eHT8E', 'XbvadkPXZpY', 'GpnOWDfNnWA', '1rvMncNiCXM', 't09J35D2QD0', '65p4K6D6bg4', '7GIHFbAnndo', 'pEKUJGT2xr4', 'bVihy7T2HmE', 'nI2aDy0V7HE', 'kVm58DGmuEs']",2.5825566343042072
2306,lra15GfDeBA,jacobgolden,1040.0,Music,228.0,894.0,4.33,6.0,1.0,"['lra15GfDeBA', 'jacobgolden', 1040.0, 'Music', 228.0, 894.0, 4.33, 6.0, 1.0, 'Sif8961lLI4', 'qnevxJSc64M', 'HRuj1PkhdCg', '0iVs83zu8mo', 'f2V24907ACc', 'dnd5lHnbBD0', 'PkFvG3xoRAs', 'PrqqdjBAi0s', 'cHD73tVU0WI', 'fd0wIYugi6g', '5deOrTNQwwU', 'gYFwH7VUSkM', '8KAnLvjDVS4', 'dGGi42dwrcE', 'RZS7cMbxkFs', 'xpsEVV4aCWQ', 'ze27h4mrFiI', 'RfBoy8hP_hU', 'U7Rk2QBjF_c', 'sygw0l_FcsQ']",2.5812820512820513
688,tnYea1uQ3MA,barneygrumble,1131.0,Comedy,21.0,310.0,2.14,7.0,2.0,"['tnYea1uQ3MA', 'barneygrumble', 1131.0, 'Comedy', 21.0, 310.0, 2.14, 7.0, 2.0, 'nrTZwzSSfaY', 'cJvNS4O7MHs', 'lU957nd0KaU', 'WArL5cV6-u0', 'MExGrRdTWWI', '3DATjaOmN4Y', 'waTl0Sgoa9w', 'bC9Z-CwmfGA', 'Aqx-Tx0x54U', 'nnR8uggrCmA', 'GH4owihn5aM', 'B15KNtUvrSU', 'SYYrmy8iZFg', 'EwQfar-iD_8', 'TnQFuS1lKHs', 'mGZG91EU4Y0', 'VG-KNsObwh4', 'FHDFh-91Jf4', '#NAME?', 'YRxR28BxF2o']",2.5798080080838703
3417,Wb5-AuYT9Gs,onfalla,899.0,People & Blogs,260.0,1010.0,4.33,3.0,0.0,"['Wb5-AuYT9Gs', 'onfalla', 899.0, 'People & Blogs', 260.0, 1010.0, 4.33, 3.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.566803856136448
3514,17vtVAGnjJc,Animeadded1,795.0,Music,237.0,51.0,5.0,2.0,0.0,"['17vtVAGnjJc', 'Animeadded1', 795.0, 'Music', 237.0, 51.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.5641509433962266
645,1X_oNsalkAc,allthatucan,1118.0,Education,97.0,63.0,5.0,2.0,0.0,"['1X_oNsalkAc', 'allthatucan', 1118.0, 'Education', 97.0, 63.0, 5.0, 2.0, 0.0, 'GbhAe9N5xT4', 'LPAAvy_FcaA', 'WWZ2qfETIvI', 'UZ-mQGilYTM', 'Oca3QSgNt-Y', 'nU94EKeZphU', 'zhN70U_sUcs', 'ZWBV_St2gPA', 'Hi3D860rp3I', 'RWLkL6PEZKY', 'Pvp3AHNxsh8', 'F75-WU1p2Qk', 'hIW51FnCjXw', 'RFPTKLqrJFc', 'sOoIXUCUJGI', 'lEA4XMPGRWM', '8zLpKdRBDTE', 'RkeeQc1mlaM', 'Z13QLhOQxXw', 'DxxX6_m6ZwQ']",2.556350626118068
3459,XGSg5s41uiM,NFBCmedia,1017.0,Entertainment,961.0,52.0,5.0,2.0,0.0,"['XGSg5s41uiM', 'NFBCmedia', 1017.0, 'Entertainment', 961.0, 52.0, 5.0, 2.0, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2.5511307767944937
671,j9xkoM4Ljt8,jojobee77,841.0,Pets & Animals,28.0,357.0,4.5,4.0,1.0,"['j9xkoM4Ljt8', 'jojobee77', 841.0, 'Pets & Animals', 28.0, 357.0, 4.5, 4.0, 1.0, '6GoHQ83Mkks', 'B4RUY9a5Py4', 'zTwM9kH-dYg', 'PQd5mcWYrRY', 'FRD4xlJNigo', 'romOl3cqIoI', 'ktJtT4VvC78', '5IBsZyPdsIU', 'qJZ_3zozPZw', 'OQdsjpfxXGE', 'YeOpJEJyAC8', 'IyKa9I0N-5E', 'oL3W2FfqCvw', 'I1DlTkyfx9Y', 'O3K2QWapf1Q', 't5DUKvGU6AE', 'RQ3Qy9ZdVwg', 'upeItpzIwao', 'FGypluyagwo', 'joYECZhmlvg']",2.5494946492271104
